epoch,train_mse,test_mse,train_r2,test_r2,lr
431,0.01238790,0.01621767,0.98761213,0.98281503,0.00100000
432,0.01256847,0.01597577,0.98743153,0.98308510,0.00100000
433,0.01314612,0.01575048,0.98685384,0.98332685,0.00100000
434,0.01455440,0.01832802,0.98544562,0.98065209,0.00100000
435,0.01464316,0.01791982,0.98535681,0.98104966,0.00100000
436,0.01507838,0.01814069,0.98492163,0.98074925,0.00100000
437,0.01341163,0.01731576,0.98658836,0.98170841,0.00100000
438,0.01523467,0.01872170,0.98476535,0.98023695,0.00100000
439,0.01560327,0.01933227,0.98439676,0.97951806,0.00100000
440,0.01450855,0.01768530,0.98549145,0.98122585,0.00100000
441,0.01358439,0.01644265,0.98641562,0.98256266,0.00100000
442,0.01432684,0.01874653,0.98567313,0.98017061,0.00100000
443,0.01459148,0.01704631,0.98540854,0.98202109,0.00100000
444,0.01561878,0.01848068,0.98438120,0.98038232,0.00100000
445,0.01261764,0.01604589,0.98738229,0.98300582,0.00100000
446,0.01769529,0.02090470,0.98230475,0.97780824,0.00100000
447,0.01505903,0.01716490,0.98494095,0.98179311,0.00100000
448,0.01438071,0.01722529,0.98561931,0.98174971,0.00100000
449,0.01560192,0.01931892,0.98439801,0.97960508,0.00100000
450,0.01202170,0.01542952,0.98797834,0.98360837,0.00100000
451,0.01614407,0.01903374,0.98385596,0.97990423,0.00100000
452,0.01389640,0.01691059,0.98610359,0.98205233,0.00100000
453,0.01526147,0.01871694,0.98473853,0.98015642,0.00100000
454,0.01294936,0.01621359,0.98705059,0.98276144,0.00100000
455,0.01435040,0.01747456,0.98564965,0.98149776,0.00100000
456,0.01313400,0.01631040,0.98686600,0.98275822,0.00100000
457,0.01511020,0.01754266,0.98488986,0.98145211,0.00100000
458,0.01467401,0.01793379,0.98532593,0.98104244,0.00100000
459,0.01367644,0.01666201,0.98632360,0.98229557,0.00100000
460,0.01350216,0.01659388,0.98649782,0.98243988,0.00100000
461,0.01599821,0.01961681,0.98400182,0.97926176,0.00100000
462,0.01346002,0.01691602,0.98653996,0.98207581,0.00100000
463,0.01246130,0.01587033,0.98753870,0.98314351,0.00100000
464,0.01426259,0.01829074,0.98573738,0.98060995,0.00100000
465,0.01387102,0.01737780,0.98612899,0.98155957,0.00100000
466,0.01353256,0.01647638,0.98646748,0.98253721,0.00100000
467,0.01369138,0.01685715,0.98630869,0.98218918,0.00100000
468,0.01416091,0.01821062,0.98583913,0.98072684,0.00100000
469,0.01223110,0.01522144,0.98776895,0.98385274,0.00100000
470,0.01156659,0.01490095,0.98843342,0.98418623,0.00100000
471,0.01493807,0.01792299,0.98506188,0.98099053,0.00100000
472,0.01371837,0.01718467,0.98628163,0.98173118,0.00100000
473,0.01634833,0.01856404,0.98365164,0.98030078,0.00100000
474,0.01471096,0.01696368,0.98528910,0.98197961,0.00100000
475,0.01680066,0.01986836,0.98319936,0.97886652,0.00100000
476,0.01504160,0.01886164,0.98495841,0.97999793,0.00100000
477,0.01331775,0.01684864,0.98668224,0.98215115,0.00100000
478,0.01212002,0.01510025,0.98787999,0.98399574,0.00100000
479,0.01397742,0.01741936,0.98602259,0.98165292,0.00100000
480,0.01575248,0.01955958,0.98424751,0.97928184,0.00100000
481,0.01709931,0.02019565,0.98290074,0.97870159,0.00100000
482,0.01598469,0.01961888,0.98401535,0.97921646,0.00100000
483,0.01313554,0.01644276,0.98686445,0.98256689,0.00100000
484,0.01771026,0.02138550,0.98228973,0.97740114,0.00100000
485,0.01445856,0.01831622,0.98554146,0.98055774,0.00100000
486,0.01372015,0.01678051,0.98627985,0.98222029,0.00100000
487,0.01331473,0.01636210,0.98668528,0.98267859,0.00100000
488,0.01376226,0.01666177,0.98623770,0.98235840,0.00100000
489,0.01244258,0.01516691,0.98755741,0.98392153,0.00100000
490,0.01493803,0.01823774,0.98506200,0.98066622,0.00100000
491,0.01297311,0.01597909,0.98702687,0.98306680,0.00100000
492,0.01291394,0.01604869,0.98708606,0.98299593,0.00100000
493,0.01317221,0.01581437,0.98682779,0.98325670,0.00100000
494,0.01208882,0.01610880,0.98791116,0.98290902,0.00100000
495,0.01224556,0.01587206,0.98775440,0.98316264,0.00100000
496,0.01650094,0.01908673,0.98349905,0.97993201,0.00100000
497,0.01419138,0.01760006,0.98580861,0.98129010,0.00100000
498,0.01314443,0.01667419,0.98685557,0.98228562,0.00100000
499,0.01489924,0.01812625,0.98510075,0.98080629,0.00100000
500,0.01217305,0.01520799,0.98782694,0.98386288,0.00100000
501,0.01426725,0.01693576,0.98573279,0.98205948,0.00100000
502,0.01416981,0.01761566,0.98583019,0.98134971,0.00100000
503,0.01522403,0.01820997,0.98477596,0.98067975,0.00100000
504,0.01248712,0.01615691,0.98751289,0.98282695,0.00100000
505,0.01520036,0.01797500,0.98479968,0.98097992,0.00100000
506,0.01637815,0.01811166,0.98362184,0.98080480,0.00100000
507,0.01460448,0.01712985,0.98539549,0.98188412,0.00100000
508,0.01305351,0.01600340,0.98694646,0.98306584,0.00100000
509,0.01515793,0.01843990,0.98484206,0.98052090,0.00100000
510,0.01450016,0.01704244,0.98549986,0.98197818,0.00100000
511,0.01341670,0.01686213,0.98658329,0.98210514,0.00100000
512,0.01565875,0.01857805,0.98434126,0.98031968,0.00100000
513,0.01504248,0.01807543,0.98495752,0.98083359,0.00100000
514,0.01181670,0.01515482,0.98818326,0.98391706,0.00100000
515,0.01487090,0.01751610,0.98512906,0.98144221,0.00100000
516,0.01291134,0.01645011,0.98708868,0.98254561,0.00100000
517,0.01263286,0.01603968,0.98736715,0.98304641,0.00100000
518,0.01544192,0.01819365,0.98455805,0.98072243,0.00100000
519,0.01282423,0.01604424,0.98717576,0.98300904,0.00100000
520,0.01380585,0.01649402,0.98619413,0.98249733,0.00100000
521,0.01270907,0.01599496,0.98729098,0.98301691,0.00100000
522,0.01431708,0.01758438,0.98568290,0.98139620,0.00100000
523,0.01182055,0.01553910,0.98817945,0.98355329,0.00100000
524,0.01347279,0.01628674,0.98652720,0.98266369,0.00100000
525,0.01437740,0.01725112,0.98562264,0.98169637,0.00100000
526,0.01050717,0.01380375,0.98949289,0.98532987,0.00050000
527,0.01004117,0.01385736,0.98995882,0.98526651,0.00050000
528,0.01042064,0.01386849,0.98957932,0.98528397,0.00050000
529,0.01182135,0.01491233,0.98817861,0.98414177,0.00050000
530,0.01167477,0.01521995,0.98832524,0.98384345,0.00050000
531,0.01032219,0.01393030,0.98967785,0.98521447,0.00050000
532,0.01085251,0.01443551,0.98914748,0.98466218,0.00050000
533,0.01093298,0.01443066,0.98906702,0.98471212,0.00050000
534,0.01239019,0.01623774,0.98760980,0.98272109,0.00050000
535,0.01035098,0.01411437,0.98964900,0.98502058,0.00050000
536,0.01084268,0.01420287,0.98915732,0.98494625,0.00050000
537,0.01152614,0.01505167,0.98847389,0.98404217,0.00050000
538,0.01335811,0.01695087,0.98664188,0.98207253,0.00050000
539,0.01131641,0.01487237,0.98868364,0.98421788,0.00050000
540,0.01071900,0.01485767,0.98928100,0.98421478,0.00050000
541,0.01132651,0.01560024,0.98867351,0.98348916,0.00050000
542,0.00970174,0.01341630,0.99029827,0.98573971,0.00050000
543,0.01190498,0.01573452,0.98809505,0.98329222,0.00050000
544,0.01184066,0.01590891,0.98815936,0.98313206,0.00050000
545,0.01077712,0.01450388,0.98922288,0.98461026,0.00050000
546,0.01034954,0.01401781,0.98965049,0.98510027,0.00050000
547,0.01066785,0.01495495,0.98933214,0.98409545,0.00050000
548,0.01131846,0.01490601,0.98868155,0.98419422,0.00050000
549,0.01022569,0.01359224,0.98977423,0.98556525,0.00050000
550,0.01045287,0.01379815,0.98954713,0.98533368,0.00050000
551,0.01016071,0.01424442,0.98983932,0.98487234,0.00050000
552,0.01029093,0.01398022,0.98970902,0.98513830,0.00050000
553,0.01119214,0.01523087,0.98880786,0.98385632,0.00050000
554,0.01148407,0.01523763,0.98851591,0.98386198,0.00050000
555,0.01134770,0.01563765,0.98865229,0.98343337,0.00050000
556,0.01104519,0.01493802,0.98895478,0.98414725,0.00050000
557,0.01085526,0.01460253,0.98914474,0.98446929,0.00050000
558,0.01175577,0.01558673,0.98824418,0.98350692,0.00050000
559,0.01050046,0.01493815,0.98949957,0.98413736,0.00050000
560,0.01144184,0.01510378,0.98855817,0.98397368,0.00050000
561,0.01053436,0.01437718,0.98946559,0.98472124,0.00050000
562,0.01180207,0.01613945,0.98819792,0.98286349,0.00050000
563,0.01053415,0.01437983,0.98946583,0.98470545,0.00050000
564,0.01042123,0.01473481,0.98957878,0.98433656,0.00050000
565,0.01217293,0.01630510,0.98782706,0.98266101,0.00050000
566,0.01199761,0.01534266,0.98800236,0.98367274,0.00050000
567,0.01107297,0.01512528,0.98892707,0.98395681,0.00050000
568,0.01079874,0.01495696,0.98920125,0.98412508,0.00050000
569,0.01034576,0.01422565,0.98965424,0.98489237,0.00050000
570,0.01200338,0.01572633,0.98799658,0.98327655,0.00050000
571,0.01138149,0.01579872,0.98861849,0.98322845,0.00050000
572,0.01048260,0.01439734,0.98951733,0.98470157,0.00050000
573,0.01257537,0.01589180,0.98742467,0.98307920,0.00050000
574,0.01122514,0.01558742,0.98877490,0.98347074,0.00050000
575,0.01032018,0.01371373,0.98967981,0.98542500,0.00050000
576,0.01001463,0.01442409,0.98998541,0.98466772,0.00050000
577,0.01018706,0.01428242,0.98981291,0.98486841,0.00050000
578,0.01070132,0.01470869,0.98929864,0.98440671,0.00050000
579,0.01047372,0.01530865,0.98952627,0.98372924,0.00050000
580,0.01122628,0.01461393,0.98877370,0.98450023,0.00050000
581,0.01078219,0.01447148,0.98921782,0.98463213,0.00050000
582,0.01121604,0.01538622,0.98878396,0.98365879,0.00050000
583,0.01336889,0.01736146,0.98663110,0.98155522,0.00050000
584,0.01154675,0.01517688,0.98845327,0.98392087,0.00050000
585,0.01055023,0.01500851,0.98944974,0.98410630,0.00050000
586,0.01016458,0.01432154,0.98983544,0.98480761,0.00050000
587,0.01156437,0.01559426,0.98843563,0.98347020,0.00050000
588,0.01112945,0.01461259,0.98887056,0.98455030,0.00050000
589,0.01005655,0.01401877,0.98994339,0.98511732,0.00050000
590,0.01086150,0.01462687,0.98913848,0.98445642,0.00050000
591,0.00989341,0.01368073,0.99010658,0.98545885,0.00050000
592,0.01085848,0.01501487,0.98914152,0.98407775,0.00050000
593,0.01192847,0.01604569,0.98807156,0.98297727,0.00050000
594,0.01060821,0.01445556,0.98939180,0.98467648,0.00050000
595,0.01237925,0.01608364,0.98762071,0.98292112,0.00050000
596,0.01024653,0.01403902,0.98975343,0.98513764,0.00050000
597,0.00983903,0.01344533,0.99016094,0.98571807,0.00050000
598,0.01092763,0.01510955,0.98907238,0.98397654,0.00050000
599,0.01185350,0.01540466,0.98814654,0.98369157,0.00050000
600,0.01019889,0.01455197,0.98980111,0.98452342,0.00050000
601,0.00992774,0.01344431,0.99007225,0.98572004,0.00050000
602,0.01164445,0.01559331,0.98835558,0.98348862,0.00050000
603,0.01074932,0.01487010,0.98925066,0.98417330,0.00050000
604,0.01029970,0.01483770,0.98970032,0.98422015,0.00050000
605,0.01109669,0.01462059,0.98890328,0.98446316,0.00050000
606,0.01121876,0.01547631,0.98878127,0.98355055,0.00050000
607,0.01134106,0.01487365,0.98865896,0.98425138,0.00050000
608,0.01094071,0.01491051,0.98905933,0.98417741,0.00050000
609,0.01118216,0.01534198,0.98881781,0.98378611,0.00050000
610,0.01137834,0.01537811,0.98862171,0.98371744,0.00050000
611,0.00974657,0.01381390,0.99025345,0.98534435,0.00050000
612,0.01145103,0.01539701,0.98854899,0.98364639,0.00050000
613,0.01190772,0.01599846,0.98809224,0.98304302,0.00050000
614,0.01093634,0.01517587,0.98906362,0.98388803,0.00050000
615,0.01072073,0.01428569,0.98927927,0.98481494,0.00050000
616,0.01074654,0.01496664,0.98925346,0.98407733,0.00050000
617,0.01091936,0.01487138,0.98908061,0.98418653,0.00050000
618,0.00969280,0.01354827,0.99030721,0.98560077,0.00050000
619,0.01017638,0.01407029,0.98982364,0.98503828,0.00050000
620,0.01097760,0.01509876,0.98902237,0.98394781,0.00050000
621,0.01106510,0.01468775,0.98893487,0.98439968,0.00050000
622,0.01124852,0.01595138,0.98875147,0.98308337,0.00050000
623,0.01011519,0.01449940,0.98988485,0.98459566,0.00050000
624,0.01215156,0.01513752,0.98784840,0.98392850,0.00050000
625,0.01123524,0.01535801,0.98876476,0.98369360,0.00050000
626,0.01182010,0.01540632,0.98817986,0.98363781,0.00050000
627,0.01042159,0.01405518,0.98957843,0.98507190,0.00050000
628,0.01063762,0.01491168,0.98936236,0.98416710,0.00050000
629,0.01109637,0.01469780,0.98890364,0.98441136,0.00050000
630,0.01172987,0.01595679,0.98827016,0.98306817,0.00050000
631,0.00956742,0.01362502,0.99043262,0.98551607,0.00050000
632,0.01071519,0.01474055,0.98928481,0.98433745,0.00050000
633,0.01031988,0.01428391,0.98968011,0.98484290,0.00050000
634,0.01067084,0.01443912,0.98932916,0.98462504,0.00050000
635,0.00999682,0.01400349,0.99000317,0.98513609,0.00050000
636,0.01017390,0.01429516,0.98982614,0.98482615,0.00050000
637,0.01056162,0.01454206,0.98943841,0.98457539,0.00050000
638,0.01179858,0.01571215,0.98820144,0.98329550,0.00050000
639,0.01409735,0.01700106,0.98590267,0.98206109,0.00050000
640,0.01259032,0.01686407,0.98740971,0.98218453,0.00050000
641,0.01052226,0.01394412,0.98947775,0.98518717,0.00050000
642,0.01051016,0.01459776,0.98948985,0.98452461,0.00050000
643,0.01202254,0.01600427,0.98797750,0.98298520,0.00050000
644,0.01041277,0.01443061,0.98958719,0.98466569,0.00050000
645,0.01125781,0.01509712,0.98874217,0.98395085,0.00050000
646,0.01089123,0.01417450,0.98910874,0.98495018,0.00050000
647,0.01130997,0.01541175,0.98869002,0.98366374,0.00050000
648,0.01099242,0.01466896,0.98900759,0.98441696,0.00050000
649,0.01138700,0.01526465,0.98861301,0.98385370,0.00050000
650,0.00973925,0.01355578,0.99026072,0.98560262,0.00050000
651,0.01084971,0.01466180,0.98915029,0.98441058,0.00050000
652,0.01069001,0.01480863,0.98931003,0.98428929,0.00050000
653,0.01185867,0.01590340,0.98814136,0.98312581,0.00050000
654,0.01014906,0.01408876,0.98985088,0.98503727,0.00050000
655,0.01073642,0.01490079,0.98926353,0.98418993,0.00050000
656,0.01008074,0.01437198,0.98991930,0.98475140,0.00050000
657,0.01045664,0.01416312,0.98954344,0.98498172,0.00050000
658,0.01071653,0.01529912,0.98928350,0.98377699,0.00050000
659,0.01295578,0.01733135,0.98704422,0.98156869,0.00050000
660,0.01002734,0.01428949,0.98997271,0.98482800,0.00050000
661,0.01094083,0.01513106,0.98905921,0.98390436,0.00050000
662,0.01159028,0.01521775,0.98840976,0.98382020,0.00050000
663,0.01020212,0.01433586,0.98979789,0.98476791,0.00050000
664,0.01078979,0.01475993,0.98921019,0.98435295,0.00050000
665,0.01185459,0.01566072,0.98814535,0.98339587,0.00050000
666,0.01079031,0.01473787,0.98920965,0.98431975,0.00050000
667,0.00924064,0.01336170,0.99075937,0.98580635,0.00050000
668,0.01119755,0.01484829,0.98880249,0.98424089,0.00050000
669,0.01002724,0.01418032,0.98997271,0.98491740,0.00050000
670,0.01107956,0.01520751,0.98892045,0.98388654,0.00050000
671,0.01018138,0.01437842,0.98981857,0.98470849,0.00050000
672,0.01149829,0.01573662,0.98850173,0.98325568,0.00050000
673,0.01224032,0.01586798,0.98775971,0.98315132,0.00050000
674,0.00963551,0.01356832,0.99036449,0.98557377,0.00050000
675,0.01041195,0.01430353,0.98958802,0.98481756,0.00050000
676,0.01009850,0.01376826,0.98990148,0.98537648,0.00050000
677,0.00978906,0.01350853,0.99021095,0.98563790,0.00050000
678,0.01145421,0.01562316,0.98854578,0.98341393,0.00050000
679,0.00924003,0.01393137,0.99075997,0.98517823,0.00050000
680,0.01118570,0.01462350,0.98881423,0.98449361,0.00050000
681,0.01043905,0.01395326,0.98956096,0.98518312,0.00050000
682,0.01163813,0.01522944,0.98836184,0.98390388,0.00050000
683,0.01029794,0.01479151,0.98970205,0.98428571,0.00050000
684,0.01070601,0.01505710,0.98929399,0.98403889,0.00050000
685,0.01225108,0.01618776,0.98774898,0.98280782,0.00050000
686,0.01064777,0.01464958,0.98935223,0.98449117,0.00050000
687,0.01119214,0.01548510,0.98880786,0.98355663,0.00050000
688,0.00940639,0.01348313,0.99059361,0.98567039,0.00050000
689,0.01079776,0.01482846,0.98920226,0.98429286,0.00050000
690,0.01038358,0.01492744,0.98961639,0.98412311,0.00050000
691,0.01030913,0.01421954,0.98969090,0.98491013,0.00050000
692,0.01090547,0.01488336,0.98909450,0.98417288,0.00050000
693,0.01045807,0.01435938,0.98954195,0.98477536,0.00050000
694,0.01146349,0.01497920,0.98853654,0.98413354,0.00050000
695,0.01189148,0.01554829,0.98810852,0.98354709,0.00050000
696,0.01231568,0.01632798,0.98768431,0.98263550,0.00050000
697,0.00977285,0.01405969,0.99022716,0.98506188,0.00050000
698,0.01313963,0.01640952,0.98686039,0.98266000,0.00050000
699,0.01042538,0.01366529,0.98957461,0.98549849,0.00050000
700,0.01112868,0.01469424,0.98887128,0.98439765,0.00050000
701,0.01080562,0.01471363,0.98919439,0.98438096,0.00050000
702,0.01019907,0.01472865,0.98980093,0.98435462,0.00050000
703,0.00960544,0.01353489,0.99039459,0.98564374,0.00050000
704,0.01093009,0.01487094,0.98906994,0.98421562,0.00050000
705,0.01046651,0.01417375,0.98953348,0.98494041,0.00050000
706,0.01102260,0.01488450,0.98897743,0.98421890,0.00050000
707,0.01025446,0.01422946,0.98974556,0.98489159,0.00050000
708,0.01003081,0.01368377,0.98996913,0.98544788,0.00050000
709,0.01103850,0.01541099,0.98896146,0.98365557,0.00050000
710,0.01161919,0.01613179,0.98838079,0.98290926,0.00050000
711,0.01439017,0.01847706,0.98560983,0.98046112,0.00050000
712,0.01113248,0.01570362,0.98886752,0.98332757,0.00050000
713,0.01016198,0.01465078,0.98983800,0.98446703,0.00050000
714,0.01096402,0.01533537,0.98903596,0.98372930,0.00050000
715,0.01024249,0.01387464,0.98975754,0.98524415,0.00050000
716,0.01132435,0.01503492,0.98867571,0.98407191,0.00050000
717,0.01039631,0.01442273,0.98960370,0.98471648,0.00050000
718,0.01082601,0.01462261,0.98917401,0.98446846,0.00050000
719,0.01042485,0.01419532,0.98957515,0.98494518,0.00050000
720,0.01096388,0.01445860,0.98903614,0.98462808,0.00050000
721,0.01056961,0.01486057,0.98943043,0.98423064,0.00050000
722,0.01125225,0.01446718,0.98874778,0.98463953,0.00050000
723,0.01017359,0.01421453,0.98982644,0.98492444,0.00050000
724,0.01129295,0.01504909,0.98870707,0.98400974,0.00050000
725,0.01081734,0.01480463,0.98918265,0.98427576,0.00050000
726,0.00932150,0.01345096,0.99067849,0.98568320,0.00050000
727,0.01042245,0.01505159,0.98957753,0.98400056,0.00050000
728,0.01091697,0.01438298,0.98908305,0.98472273,0.00050000
729,0.01090749,0.01488586,0.98909253,0.98421896,0.00050000
730,0.00998483,0.01383111,0.99001515,0.98530662,0.00050000
731,0.01146999,0.01548874,0.98853004,0.98358893,0.00050000
732,0.01020950,0.01447050,0.98979050,0.98463345,0.00050000
733,0.01066897,0.01532685,0.98933101,0.98374540,0.00050000
734,0.01272171,0.01675830,0.98727834,0.98217857,0.00050000
735,0.01076923,0.01479491,0.98923081,0.98429227,0.00050000
736,0.01138141,0.01545550,0.98861861,0.98360527,0.00050000
737,0.01072834,0.01462189,0.98927170,0.98445052,0.00050000
738,0.00973620,0.01389266,0.99026382,0.98524046,0.00050000
739,0.01097734,0.01528514,0.98902261,0.98377031,0.00050000
740,0.01138735,0.01503328,0.98861265,0.98406702,0.00050000
741,0.01010076,0.01398096,0.98989928,0.98517269,0.00050000
742,0.01020707,0.01436630,0.98979294,0.98475140,0.00050000
743,0.01025679,0.01418487,0.98974323,0.98493510,0.00050000
744,0.01075377,0.01446264,0.98924625,0.98463047,0.00050000
745,0.01091791,0.01541323,0.98908210,0.98361462,0.00050000
746,0.01124011,0.01525022,0.98875988,0.98380059,0.00050000
747,0.01204791,0.01647812,0.98795211,0.98251963,0.00050000
748,0.01136180,0.01568062,0.98863822,0.98340166,0.00050000
749,0.00989009,0.01421701,0.99010986,0.98488367,0.00050000
750,0.01077331,0.01482949,0.98922664,0.98425680,0.00050000
751,0.01046045,0.01480977,0.98953950,0.98427558,0.00050000
752,0.01029715,0.01463991,0.98970288,0.98446667,0.00050000
753,0.01138542,0.01589914,0.98861462,0.98316377,0.00050000
754,0.00999418,0.01440301,0.99000579,0.98472166,0.00050000
755,0.01165789,0.01537562,0.98834211,0.98366499,0.00050000
756,0.01028929,0.01443297,0.98971069,0.98467070,0.00050000
757,0.01100229,0.01525836,0.98899770,0.98381382,0.00050000
758,0.01175521,0.01561087,0.98824477,0.98342150,0.00050000
759,0.01027723,0.01442222,0.98972279,0.98467028,0.00050000
760,0.01102451,0.01520138,0.98897552,0.98386359,0.00050000
761,0.01137706,0.01568508,0.98862290,0.98335415,0.00050000
762,0.00994817,0.01448214,0.99005181,0.98461688,0.00050000
763,0.01047029,0.01522888,0.98952973,0.98379409,0.00050000
764,0.01063904,0.01442483,0.98936093,0.98467499,0.00050000
765,0.01026095,0.01499570,0.98973906,0.98404640,0.00050000
766,0.01074377,0.01457831,0.98925620,0.98455369,0.00050000
767,0.01092152,0.01488937,0.98907846,0.98422366,0.00050000
768,0.01038365,0.01500694,0.98961639,0.98406833,0.00050000
769,0.00997723,0.01398221,0.99002278,0.98512459,0.00050000
770,0.01151799,0.01543653,0.98848200,0.98368442,0.00050000
771,0.01216894,0.01602957,0.98783112,0.98297942,0.00050000
772,0.01163767,0.01587131,0.98836231,0.98313487,0.00050000
773,0.01165307,0.01554416,0.98834693,0.98348093,0.00050000
774,0.01126166,0.01581745,0.98873836,0.98320156,0.00050000
775,0.00996144,0.01431790,0.99003857,0.98479962,0.00050000
776,0.01107720,0.01580151,0.98892283,0.98322713,0.00050000
777,0.01142504,0.01554556,0.98857498,0.98350507,0.00050000
778,0.01098370,0.01496423,0.98901629,0.98413306,0.00050000
779,0.00970769,0.01393040,0.99029237,0.98521101,0.00050000
780,0.01081881,0.01528320,0.98918116,0.98371971,0.00050000
781,0.01175964,0.01625582,0.98824036,0.98275506,0.00050000
782,0.01023535,0.01418228,0.98976469,0.98490828,0.00050000
783,0.01136240,0.01580697,0.98863757,0.98321682,0.00050000
784,0.01009876,0.01446402,0.98990119,0.98464108,0.00050000
785,0.01050240,0.01479914,0.98949760,0.98427904,0.00050000
786,0.01129088,0.01514882,0.98870909,0.98397094,0.00050000
787,0.01066410,0.01461635,0.98933595,0.98447591,0.00050000
788,0.01012113,0.01462869,0.98987889,0.98445368,0.00050000
789,0.01159017,0.01606307,0.98840982,0.98294991,0.00050000
790,0.01212101,0.01616637,0.98787898,0.98284918,0.00050000
791,0.01086554,0.01476599,0.98913443,0.98431927,0.00050000
792,0.01059867,0.01481446,0.98940128,0.98426467,0.00050000
793,0.01007176,0.01419763,0.98992825,0.98492181,0.00050000
794,0.01225654,0.01645058,0.98774350,0.98258889,0.00050000
795,0.01173918,0.01572802,0.98826087,0.98335660,0.00050000
796,0.01114402,0.01551172,0.98885596,0.98358393,0.00050000
797,0.01048425,0.01452519,0.98951578,0.98457104,0.00050000
798,0.01022292,0.01406084,0.98977709,0.98504472,0.00050000
799,0.01077890,0.01481221,0.98922110,0.98429358,0.00050000
800,0.01181457,0.01644404,0.98818541,0.98253500,0.00050000
801,0.01207284,0.01582580,0.98792720,0.98318940,0.00050000
802,0.01261174,0.01733543,0.98738825,0.98155069,0.00050000
803,0.01182963,0.01581345,0.98817033,0.98321122,0.00050000
804,0.01077864,0.01484500,0.98922139,0.98419333,0.00050000
805,0.01084345,0.01560547,0.98915654,0.98342848,0.00050000
806,0.01135553,0.01587544,0.98864448,0.98312998,0.00050000
807,0.01005071,0.01356325,0.98994935,0.98559046,0.00050000
808,0.00987060,0.01450380,0.99012941,0.98458606,0.00050000
809,0.01102335,0.01580777,0.98897666,0.98324394,0.00050000
810,0.01193753,0.01581996,0.98806250,0.98324120,0.00050000
811,0.01078977,0.01478760,0.98921025,0.98427653,0.00050000
812,0.01129572,0.01463781,0.98870426,0.98445910,0.00050000
813,0.01085434,0.01395990,0.98914570,0.98518193,0.00050000
814,0.01206266,0.01617293,0.98793733,0.98284459,0.00050000
815,0.01057525,0.01466712,0.98942477,0.98442483,0.00050000
816,0.01380239,0.01818109,0.98619759,0.98074645,0.00050000
817,0.01035710,0.01427751,0.98964286,0.98488081,0.00050000
818,0.01041297,0.01463700,0.98958707,0.98443884,0.00050000
819,0.01301180,0.01748475,0.98698819,0.98153287,0.00050000
820,0.01164542,0.01567603,0.98835456,0.98339099,0.00050000
821,0.01039721,0.01463833,0.98960280,0.98449367,0.00050000
822,0.01012316,0.01459457,0.98987687,0.98450029,0.00050000
823,0.00997120,0.01395340,0.99002880,0.98516798,0.00050000
824,0.01102417,0.01462641,0.98897582,0.98445618,0.00050000
825,0.01034238,0.01504607,0.98965764,0.98401994,0.00050000
826,0.00991374,0.01442696,0.99008632,0.98467571,0.00050000
827,0.01048798,0.01503772,0.98951209,0.98401409,0.00050000
828,0.00967187,0.01379431,0.99032813,0.98534501,0.00050000
829,0.01110903,0.01518101,0.98889101,0.98391843,0.00050000
830,0.01109038,0.01558171,0.98890960,0.98345721,0.00050000
831,0.01393602,0.01813812,0.98606396,0.98070371,0.00050000
832,0.00996864,0.01401103,0.99003136,0.98511398,0.00050000
833,0.01073538,0.01461076,0.98926461,0.98448229,0.00050000
834,0.01043974,0.01430900,0.98956025,0.98481464,0.00050000
835,0.01145828,0.01501600,0.98854172,0.98407835,0.00050000
836,0.01131521,0.01532510,0.98868477,0.98370337,0.00050000
837,0.01155603,0.01562743,0.98844397,0.98340559,0.00050000
838,0.01134790,0.01511912,0.98865205,0.98397684,0.00050000
839,0.01033941,0.01462981,0.98966062,0.98446906,0.00050000
840,0.01109096,0.01512660,0.98890901,0.98401207,0.00050000
841,0.01073899,0.01436653,0.98926103,0.98477352,0.00050000
842,0.01173473,0.01552310,0.98826528,0.98353714,0.00050000
843,0.01071712,0.01479920,0.98928285,0.98429149,0.00050000
844,0.01087692,0.01494165,0.98912311,0.98414195,0.00050000
845,0.00989720,0.01411407,0.99010283,0.98501980,0.00050000
846,0.01148901,0.01512517,0.98851097,0.98394269,0.00050000
847,0.01137069,0.01507623,0.98862934,0.98397714,0.00050000
848,0.01075326,0.01452893,0.98924673,0.98454636,0.00050000
849,0.01015902,0.01409582,0.98984098,0.98503822,0.00050000
850,0.01017145,0.01369326,0.98982853,0.98545653,0.00050000
851,0.00990164,0.01423790,0.99009836,0.98487657,0.00050000
852,0.01072731,0.01442903,0.98927271,0.98466384,0.00050000
853,0.01171844,0.01549228,0.98828161,0.98353428,0.00050000
854,0.01248823,0.01551091,0.98751175,0.98353112,0.00050000
855,0.01092854,0.01466500,0.98907149,0.98447388,0.00050000
856,0.01067691,0.01479938,0.98932308,0.98427385,0.00050000
857,0.00964567,0.01384402,0.99035436,0.98530793,0.00050000
858,0.00979917,0.01373761,0.99020082,0.98540032,0.00050000
859,0.01028003,0.01380417,0.98971993,0.98535275,0.00050000
860,0.01090657,0.01470718,0.98909342,0.98440099,0.00050000
861,0.01042934,0.01406436,0.98957074,0.98505223,0.00050000
862,0.01007093,0.01475944,0.98992908,0.98432016,0.00050000
863,0.01076790,0.01490565,0.98923206,0.98413998,0.00050000
864,0.01097153,0.01574716,0.98902845,0.98330569,0.00050000
865,0.01156076,0.01568943,0.98843920,0.98332614,0.00050000
866,0.01026766,0.01391545,0.98973233,0.98521280,0.00050000
