epoch,train_mse,test_mse,train_r2,test_r2,lr
1294,0.00872661,0.01408608,0.99127340,0.98507941,0.00012500
1295,0.00783793,0.01326594,0.99216205,0.98590988,0.00012500
1296,0.00778217,0.01350099,0.99221784,0.98564881,0.00012500
1297,0.00768108,0.01287211,0.99231893,0.98630035,0.00012500
1298,0.00785983,0.01340526,0.99214017,0.98572433,0.00012500
1299,0.00785338,0.01327385,0.99214661,0.98586917,0.00012500
1300,0.00740717,0.01304897,0.99259281,0.98610586,0.00012500
1301,0.01012507,0.01590848,0.98987490,0.98319513,0.00012500
1302,0.00773579,0.01305374,0.99226421,0.98612821,0.00012500
1303,0.00823729,0.01340906,0.99176270,0.98575497,0.00012500
1304,0.00805053,0.01332674,0.99194944,0.98581815,0.00012500
1305,0.00793322,0.01323063,0.99206686,0.98592788,0.00012500
1306,0.00762142,0.01271187,0.99237859,0.98646033,0.00012500
1307,0.00750320,0.01277225,0.99249679,0.98640835,0.00012500
1308,0.00750486,0.01279133,0.99249518,0.98637474,0.00012500
1309,0.00887285,0.01407340,0.99112719,0.98503602,0.00012500
1310,0.00754402,0.01260340,0.99245596,0.98660731,0.00012500
1311,0.00735221,0.01293663,0.99264777,0.98622310,0.00012500
1312,0.00784186,0.01318046,0.99215811,0.98598361,0.00012500
1313,0.00803987,0.01327744,0.99196011,0.98588049,0.00012500
1314,0.00729276,0.01283596,0.99270719,0.98632967,0.00012500
1315,0.00772093,0.01298159,0.99227911,0.98618746,0.00012500
1316,0.00932969,0.01449252,0.99067032,0.98465931,0.00012500
1317,0.00730731,0.01271811,0.99269271,0.98645967,0.00012500
1318,0.00727076,0.01287972,0.99272931,0.98628235,0.00012500
1319,0.00760582,0.01276327,0.99239421,0.98642671,0.00012500
1320,0.00840403,0.01367623,0.99159598,0.98546690,0.00012500
1321,0.00846193,0.01376756,0.99153805,0.98538387,0.00012500
1322,0.00782446,0.01284294,0.99217552,0.98633200,0.00012500
1323,0.00735103,0.01274362,0.99264902,0.98644435,0.00012500
1324,0.00819889,0.01392675,0.99180114,0.98521513,0.00012500
1325,0.00820310,0.01410149,0.99179685,0.98500633,0.00012500
1326,0.00742364,0.01286261,0.99257636,0.98631400,0.00012500
1327,0.00766095,0.01318961,0.99233907,0.98595846,0.00012500
1328,0.00863047,0.01386674,0.99136955,0.98525548,0.00012500
1329,0.00718776,0.01262300,0.99281222,0.98656523,0.00012500
1330,0.00787136,0.01360665,0.99212861,0.98550552,0.00012500
1331,0.00780968,0.01346210,0.99219030,0.98568267,0.00012500
1332,0.00746750,0.01309561,0.99253249,0.98606640,0.00012500
1333,0.00774212,0.01306985,0.99225789,0.98608917,0.00012500
1334,0.00786274,0.01319305,0.99213725,0.98596513,0.00012500
1335,0.00811330,0.01337640,0.99188673,0.98575920,0.00012500
1336,0.00829365,0.01362352,0.99170631,0.98550171,0.00012500
1337,0.00783488,0.01359134,0.99216515,0.98553842,0.00012500
1338,0.00740795,0.01302921,0.99259210,0.98612243,0.00012500
1339,0.00728391,0.01246848,0.99271613,0.98672330,0.00012500
1340,0.00748483,0.01334972,0.99251515,0.98578966,0.00012500
1341,0.00784380,0.01341144,0.99215615,0.98574519,0.00012500
1342,0.00894729,0.01383757,0.99105275,0.98531425,0.00012500
1343,0.00790929,0.01386003,0.99209070,0.98523319,0.00012500
1344,0.00817722,0.01368621,0.99182284,0.98544711,0.00012500
1345,0.00876073,0.01412393,0.99123931,0.98498023,0.00012500
1346,0.00757980,0.01292052,0.99242020,0.98624772,0.00012500
1347,0.00751959,0.01276231,0.99248046,0.98643613,0.00012500
1348,0.00706637,0.01257169,0.99293369,0.98660845,0.00012500
1349,0.00795394,0.01286992,0.99204606,0.98630726,0.00012500
1350,0.00725354,0.01244815,0.99274647,0.98674643,0.00012500
1351,0.00751679,0.01287511,0.99248326,0.98629200,0.00012500
1352,0.00748558,0.01305694,0.99251449,0.98612183,0.00012500
1353,0.00832215,0.01395232,0.99167782,0.98513132,0.00012500
1354,0.00840351,0.01358953,0.99159646,0.98555917,0.00012500
1355,0.00761541,0.01311408,0.99238455,0.98605430,0.00012500
1356,0.00771527,0.01332683,0.99228477,0.98583299,0.00012500
1357,0.00716823,0.01259515,0.99283183,0.98658967,0.00012500
1358,0.00775418,0.01294067,0.99224579,0.98622298,0.00012500
1359,0.00802624,0.01334323,0.99197376,0.98579264,0.00012500
1360,0.00732616,0.01275841,0.99267387,0.98642623,0.00012500
1361,0.00806170,0.01349044,0.99193829,0.98564935,0.00012500
1362,0.00796908,0.01342904,0.99203092,0.98571581,0.00012500
1363,0.00723966,0.01282697,0.99276036,0.98635173,0.00012500
1364,0.00786893,0.01327338,0.99213105,0.98589063,0.00012500
1365,0.00740567,0.01284017,0.99259436,0.98633134,0.00012500
1366,0.00838536,0.01373217,0.99161464,0.98539960,0.00012500
1367,0.00745455,0.01284329,0.99254549,0.98632258,0.00012500
1368,0.00749002,0.01291698,0.99251002,0.98624349,0.00012500
1369,0.00788620,0.01347309,0.99211383,0.98568976,0.00012500
1370,0.00735714,0.01284204,0.99264288,0.98632687,0.00012500
1371,0.00795407,0.01331489,0.99204594,0.98583066,0.00012500
1372,0.00840240,0.01389904,0.99159753,0.98520392,0.00012500
1373,0.00740092,0.01277751,0.99259901,0.98639405,0.00012500
1374,0.00784735,0.01330811,0.99215263,0.98586023,0.00012500
1375,0.00766326,0.01309380,0.99233675,0.98607343,0.00012500
1376,0.00752675,0.01320578,0.99247324,0.98595214,0.00012500
1377,0.00742352,0.01258782,0.99257648,0.98660648,0.00012500
1378,0.00756695,0.01282390,0.99243301,0.98636216,0.00012500
1379,0.00750607,0.01279218,0.99249393,0.98637253,0.00012500
1380,0.00746616,0.01273432,0.99253386,0.98644525,0.00012500
1381,0.00724155,0.01242709,0.99275845,0.98677593,0.00012500
1382,0.00761651,0.01312263,0.99238342,0.98605627,0.00012500
1383,0.00759886,0.01285930,0.99240112,0.98631966,0.00012500
1384,0.00726559,0.01261894,0.99273437,0.98655939,0.00012500
1385,0.00777671,0.01310233,0.99222326,0.98604792,0.00012500
1386,0.00757573,0.01286568,0.99242425,0.98630190,0.00012500
1387,0.00788129,0.01320348,0.99211872,0.98596811,0.00012500
1388,0.00887070,0.01429130,0.99112928,0.98487800,0.00012500
1389,0.00741940,0.01266369,0.99258059,0.98652804,0.00012500
1390,0.00775966,0.01294680,0.99224031,0.98625040,0.00012500
1391,0.00754483,0.01261132,0.99245518,0.98658723,0.00012500
1392,0.00782314,0.01285595,0.99217689,0.98635083,0.00012500
1393,0.00781100,0.01321510,0.99218899,0.98595572,0.00012500
1394,0.00839472,0.01354149,0.99160528,0.98561162,0.00012500
1395,0.00799275,0.01347363,0.99200720,0.98564959,0.00012500
1396,0.00694713,0.01259994,0.99305284,0.98658073,0.00006250
1397,0.00780869,0.01294312,0.99219126,0.98626560,0.00006250
1398,0.00721489,0.01245876,0.99278510,0.98676187,0.00006250
1399,0.00724138,0.01249376,0.99275863,0.98670721,0.00006250
1400,0.00728207,0.01274121,0.99271798,0.98643947,0.00006250
1401,0.00734044,0.01254432,0.99265957,0.98666543,0.00006250
1402,0.00767688,0.01319410,0.99232310,0.98595715,0.00006250
1403,0.00787231,0.01298714,0.99212772,0.98621219,0.00006250
1404,0.00770272,0.01292060,0.99229729,0.98628026,0.00006250
1405,0.00704646,0.01239176,0.99295354,0.98680836,0.00006250
1406,0.00682048,0.01238297,0.99317950,0.98681378,0.00006250
1407,0.00695991,0.01255195,0.99304008,0.98663402,0.00006250
1408,0.00677815,0.01240115,0.99322182,0.98679233,0.00006250
1409,0.00756622,0.01316876,0.99243379,0.98600519,0.00006250
1410,0.00696251,0.01250866,0.99303746,0.98667157,0.00006250
1411,0.00712810,0.01273760,0.99287194,0.98643970,0.00006250
1412,0.00704482,0.01245568,0.99295521,0.98674017,0.00006250
1413,0.00749503,0.01281646,0.99250501,0.98637426,0.00006250
1414,0.00689537,0.01247119,0.99310464,0.98671114,0.00006250
1415,0.00710752,0.01282318,0.99289244,0.98635548,0.00006250
1416,0.00699157,0.01265108,0.99300843,0.98653793,0.00006250
1417,0.00764411,0.01303222,0.99235588,0.98616838,0.00006250
1418,0.00719876,0.01279715,0.99280125,0.98638135,0.00006250
1419,0.00789252,0.01313782,0.99210751,0.98605734,0.00006250
1420,0.00711307,0.01272729,0.99288690,0.98644316,0.00006250
1421,0.00684567,0.01245860,0.99315435,0.98672444,0.00006250
1422,0.00683497,0.01245059,0.99316502,0.98674905,0.00006250
1423,0.00728205,0.01287186,0.99271792,0.98630917,0.00006250
1424,0.00712840,0.01267093,0.99287158,0.98650658,0.00006250
1425,0.00693530,0.01237468,0.99306470,0.98681891,0.00006250
1426,0.00716464,0.01278671,0.99283534,0.98638654,0.00006250
1427,0.00716109,0.01271920,0.99283898,0.98646766,0.00006250
1428,0.00688328,0.01228645,0.99311674,0.98691756,0.00006250
1429,0.00705287,0.01284824,0.99294710,0.98633403,0.00006250
1430,0.00688616,0.01274419,0.99311382,0.98641998,0.00006250
1431,0.00675799,0.01235559,0.99324197,0.98683709,0.00006250
1432,0.00749008,0.01307818,0.99250996,0.98607159,0.00006250
1433,0.00727662,0.01275168,0.99272341,0.98643196,0.00006250
1434,0.00698407,0.01265140,0.99301589,0.98652202,0.00006250
1435,0.00715510,0.01290571,0.99284488,0.98625684,0.00006250
1436,0.00717031,0.01284099,0.99282968,0.98631424,0.00006250
1437,0.00741114,0.01288613,0.99258888,0.98629642,0.00006250
1438,0.00733006,0.01303336,0.99266994,0.98614705,0.00006250
1439,0.00708917,0.01246725,0.99291086,0.98672748,0.00006250
1440,0.00680375,0.01234611,0.99319625,0.98685223,0.00006250
1441,0.00719420,0.01281916,0.99280578,0.98634797,0.00006250
1442,0.00726662,0.01293757,0.99273336,0.98623621,0.00006250
1443,0.00703388,0.01235269,0.99296612,0.98685646,0.00006250
1444,0.00696480,0.01288009,0.99303520,0.98627806,0.00006250
1445,0.00709138,0.01254363,0.99290860,0.98664814,0.00006250
1446,0.00732649,0.01299414,0.99267352,0.98618728,0.00006250
1447,0.00709376,0.01269198,0.99290621,0.98648542,0.00006250
1448,0.00724473,0.01303194,0.99275529,0.98612392,0.00006250
1449,0.00724721,0.01300257,0.99275279,0.98615372,0.00006250
1450,0.00693495,0.01252496,0.99306506,0.98666799,0.00006250
1451,0.00720699,0.01314474,0.99279302,0.98600519,0.00006250
1452,0.00689788,0.01255683,0.99310219,0.98661971,0.00006250
1453,0.00763966,0.01322022,0.99236035,0.98595971,0.00006250
1454,0.00700420,0.01274312,0.99299580,0.98642862,0.00006250
1455,0.00693261,0.01254833,0.99306738,0.98664647,0.00006250
1456,0.00788705,0.01348752,0.99211299,0.98568052,0.00006250
1457,0.00697680,0.01282010,0.99302316,0.98636508,0.00006250
1458,0.00750240,0.01321872,0.99249756,0.98592699,0.00006250
1459,0.00729328,0.01265788,0.99270672,0.98652178,0.00006250
1460,0.00718020,0.01287955,0.99281985,0.98629320,0.00006250
1461,0.00724225,0.01293717,0.99275768,0.98623592,0.00006250
1462,0.00718513,0.01271254,0.99281490,0.98647451,0.00006250
1463,0.00711431,0.01256208,0.99288565,0.98664087,0.00006250
1464,0.00698012,0.01276442,0.99301988,0.98641288,0.00006250
1465,0.00695782,0.01261286,0.99304217,0.98657930,0.00006250
1466,0.00879862,0.01463836,0.99120140,0.98449576,0.00006250
1467,0.00705730,0.01298397,0.99294269,0.98618621,0.00006250
1468,0.00731650,0.01268095,0.99268347,0.98651350,0.00006250
1469,0.00683674,0.01255884,0.99316323,0.98663354,0.00006250
1470,0.00731994,0.01298248,0.99268007,0.98619658,0.00006250
1471,0.00816732,0.01378895,0.99183267,0.98537642,0.00006250
1472,0.00748255,0.01306762,0.99251747,0.98610193,0.00006250
1473,0.00711311,0.01264919,0.99288690,0.98653960,0.00006250
1474,0.00789817,0.01349121,0.99210179,0.98565054,0.00006250
1475,0.00738085,0.01301084,0.99261916,0.98617387,0.00006250
1476,0.00677112,0.01264529,0.99322891,0.98652619,0.00006250
1477,0.00669464,0.01231959,0.99330533,0.98688447,0.00006250
1478,0.00725286,0.01274270,0.99274713,0.98645175,0.00006250
1479,0.00704924,0.01270742,0.99295080,0.98647219,0.00006250
1480,0.00728557,0.01277167,0.99271446,0.98642349,0.00006250
1481,0.00703388,0.01268852,0.99296612,0.98649180,0.00006250
1482,0.00707602,0.01296297,0.99292397,0.98620480,0.00006250
1483,0.00720047,0.01302404,0.99279952,0.98614144,0.00006250
1484,0.00700481,0.01272797,0.99299520,0.98643762,0.00006250
1485,0.00725898,0.01271129,0.99274099,0.98648471,0.00006250
1486,0.00768151,0.01338111,0.99231845,0.98577428,0.00006250
1487,0.00740380,0.01305224,0.99259621,0.98610944,0.00006250
1488,0.00736054,0.01293586,0.99263948,0.98624766,0.00006250
1489,0.00724322,0.01291541,0.99275672,0.98624909,0.00006250
1490,0.00742976,0.01308524,0.99257028,0.98607862,0.00006250
1491,0.00727780,0.01268553,0.99272221,0.98651820,0.00006250
1492,0.00789634,0.01340148,0.99210370,0.98578298,0.00006250
1493,0.00720670,0.01263297,0.99279332,0.98655754,0.00006250
1494,0.00729518,0.01297702,0.99270481,0.98620486,0.00006250
1495,0.00695115,0.01239589,0.99304885,0.98680598,0.00006250
1496,0.00724640,0.01267951,0.99275362,0.98650247,0.00006250
1497,0.00719124,0.01272811,0.99280876,0.98646063,0.00006250
1498,0.00744665,0.01292429,0.99255335,0.98625624,0.00006250
1499,0.00741367,0.01292781,0.99258631,0.98625571,0.00006250
1500,0.00739009,0.01281353,0.99260992,0.98636818,0.00006250
1501,0.00686769,0.01231540,0.99313229,0.98688406,0.00006250
1502,0.00724786,0.01283685,0.99275219,0.98635113,0.00006250
1503,0.00715240,0.01268301,0.99284756,0.98651004,0.00006250
1504,0.00733464,0.01285594,0.99266535,0.98633593,0.00006250
1505,0.00674916,0.01246854,0.99325085,0.98672163,0.00006250
1506,0.00690690,0.01254902,0.99309301,0.98663265,0.00006250
1507,0.00798030,0.01345912,0.99201971,0.98573112,0.00006250
1508,0.00748993,0.01279404,0.99251008,0.98639202,0.00006250
1509,0.00691633,0.01263024,0.99308366,0.98655301,0.00006250
1510,0.00718055,0.01264134,0.99281943,0.98653555,0.00006250
1511,0.00717080,0.01266519,0.99282920,0.98651773,0.00006250
1512,0.00719541,0.01301887,0.99280459,0.98614794,0.00006250
1513,0.00691336,0.01266458,0.99308664,0.98651564,0.00006250
1514,0.00728844,0.01303423,0.99271154,0.98613405,0.00006250
1515,0.00718518,0.01276432,0.99281490,0.98641992,0.00006250
1516,0.00733994,0.01298630,0.99266005,0.98617303,0.00006250
1517,0.00684119,0.01236978,0.99315882,0.98683500,0.00006250
1518,0.00686100,0.01231135,0.99313897,0.98689222,0.00006250
1519,0.00726149,0.01265432,0.99273849,0.98652440,0.00006250
1520,0.00727604,0.01283410,0.99272394,0.98635846,0.00006250
1521,0.00690382,0.01280100,0.99309623,0.98635483,0.00006250
1522,0.00795247,0.01354553,0.99204755,0.98563635,0.00006250
1523,0.00733028,0.01307249,0.99266970,0.98608363,0.00006250
1524,0.00678301,0.01241268,0.99321699,0.98678082,0.00006250
1525,0.00663174,0.01237192,0.99336833,0.98682290,0.00006250
1526,0.00692820,0.01242158,0.99307179,0.98677385,0.00006250
1527,0.00713977,0.01284294,0.99286026,0.98632598,0.00006250
1528,0.00695703,0.01268282,0.99304301,0.98649812,0.00006250
1529,0.00674426,0.01229545,0.99325579,0.98691034,0.00006250
1530,0.00683902,0.01246591,0.99316096,0.98671716,0.00006250
1531,0.00716107,0.01252325,0.99283892,0.98668242,0.00006250
1532,0.00710491,0.01285706,0.99289507,0.98631865,0.00006250
1533,0.00718460,0.01284223,0.99281538,0.98634100,0.00006250
1534,0.00668051,0.01244189,0.99331951,0.98674530,0.00006250
1535,0.00735530,0.01314373,0.99264473,0.98602104,0.00006250
1536,0.00737456,0.01310671,0.99262542,0.98606420,0.00006250
1537,0.00731128,0.01273072,0.99268872,0.98644316,0.00006250
1538,0.00809361,0.01389374,0.99190640,0.98525989,0.00006250
1539,0.00694601,0.01285767,0.99305403,0.98630220,0.00006250
1540,0.00674805,0.01261816,0.99325192,0.98656130,0.00006250
1541,0.00676555,0.01250368,0.99323440,0.98668653,0.00006250
1542,0.00704768,0.01257017,0.99295235,0.98662770,0.00006250
1543,0.00732194,0.01295112,0.99267805,0.98622811,0.00006250
1544,0.00673403,0.01227725,0.99326599,0.98692119,0.00006250
1545,0.00695003,0.01270269,0.99304998,0.98647499,0.00006250
1546,0.00704326,0.01261478,0.99295676,0.98657596,0.00006250
1547,0.00746619,0.01342436,0.99253380,0.98572588,0.00006250
1548,0.00713563,0.01299311,0.99286437,0.98616529,0.00006250
1549,0.00764742,0.01316016,0.99235260,0.98601681,0.00006250
1550,0.00700047,0.01272832,0.99299955,0.98643953,0.00006250
1551,0.00719101,0.01311358,0.99280900,0.98603940,0.00006250
1552,0.00708237,0.01251972,0.99291766,0.98668480,0.00006250
1553,0.00673841,0.01230050,0.99326164,0.98690057,0.00006250
1554,0.00705014,0.01271539,0.99294984,0.98646593,0.00006250
1555,0.00678154,0.01257470,0.99321848,0.98660916,0.00006250
1556,0.00670906,0.01234534,0.99329090,0.98685169,0.00006250
1557,0.00747020,0.01296954,0.99252987,0.98622131,0.00006250
1558,0.00723339,0.01277610,0.99276662,0.98640442,0.00006250
1559,0.00672375,0.01240088,0.99327624,0.98679680,0.00006250
1560,0.00719456,0.01281854,0.99280548,0.98636949,0.00006250
1561,0.00706040,0.01256959,0.99293959,0.98664021,0.00006250
1562,0.00747117,0.01355269,0.99252880,0.98556656,0.00006250
1563,0.00720296,0.01302200,0.99279702,0.98614293,0.00006250
1564,0.00692267,0.01272323,0.99307734,0.98645067,0.00006250
1565,0.00680606,0.01277649,0.99319386,0.98640311,0.00006250
1566,0.00688294,0.01245958,0.99311709,0.98673487,0.00006250
1567,0.00669391,0.01241598,0.99330604,0.98677689,0.00006250
1568,0.00720939,0.01269445,0.99279064,0.98649544,0.00006250
1569,0.00693458,0.01289114,0.99306548,0.98626029,0.00006250
1570,0.00714850,0.01274543,0.99285150,0.98644310,0.00006250
1571,0.00709082,0.01296128,0.99290919,0.98621446,0.00006250
1572,0.00734660,0.01261980,0.99265337,0.98658031,0.00006250
1573,0.00739066,0.01300771,0.99260932,0.98616844,0.00006250
1574,0.00785618,0.01372190,0.99214381,0.98541141,0.00006250
1575,0.00698637,0.01252802,0.99301368,0.98666263,0.00006250
1576,0.00738834,0.01293473,0.99261165,0.98624372,0.00006250
1577,0.00692526,0.01251188,0.99307477,0.98667544,0.00006250
1578,0.00688615,0.01249905,0.99311388,0.98670298,0.00006250
1579,0.00752709,0.01310345,0.99247289,0.98608595,0.00006250
1580,0.00672351,0.01228946,0.99327642,0.98691642,0.00006250
1581,0.00698419,0.01275016,0.99301583,0.98643076,0.00006250
1582,0.00687194,0.01251872,0.99312806,0.98667145,0.00006250
1583,0.00744313,0.01314424,0.99255681,0.98601466,0.00006250
1584,0.00706837,0.01262566,0.99293160,0.98655438,0.00006250
1585,0.00704554,0.01257914,0.99295449,0.98661965,0.00006250
1586,0.00679322,0.01231701,0.99320680,0.98688930,0.00006250
1587,0.00714951,0.01267742,0.99285048,0.98651379,0.00006250
1588,0.00723017,0.01301084,0.99276984,0.98615044,0.00006250
1589,0.00730833,0.01324666,0.99269170,0.98589140,0.00006250
1590,0.00705347,0.01278054,0.99294657,0.98638803,0.00006250
1591,0.00715200,0.01285893,0.99284798,0.98630452,0.00006250
1592,0.00683850,0.01272517,0.99316150,0.98644584,0.00006250
1593,0.00693928,0.01264489,0.99306071,0.98653817,0.00006250
1594,0.00719220,0.01284205,0.99280775,0.98634422,0.00006250
1595,0.00664490,0.01221388,0.99335510,0.98698747,0.00006250
1596,0.00721118,0.01286008,0.99278879,0.98631537,0.00006250
1597,0.00706104,0.01259777,0.99293894,0.98660481,0.00006250
1598,0.00767335,0.01330822,0.99232662,0.98586202,0.00006250
1599,0.00771782,0.01345946,0.99228221,0.98571175,0.00006250
1600,0.00724521,0.01298044,0.99275482,0.98618394,0.00006250
1601,0.00685914,0.01272109,0.99314088,0.98646098,0.00006250
1602,0.00722922,0.01303398,0.99277079,0.98612636,0.00006250
1603,0.00814569,0.01346497,0.99185437,0.98568493,0.00006250
1604,0.00748396,0.01347648,0.99251604,0.98564184,0.00006250
1605,0.00745571,0.01337550,0.99254429,0.98578417,0.00006250
1606,0.00720008,0.01271989,0.99279994,0.98647362,0.00006250
1607,0.00730315,0.01290499,0.99269688,0.98627532,0.00006250
1608,0.00720265,0.01308095,0.99279732,0.98609161,0.00006250
1609,0.00727561,0.01291617,0.99272436,0.98625088,0.00006250
1610,0.00707489,0.01279960,0.99292511,0.98637688,0.00006250
1611,0.00768237,0.01325052,0.99231762,0.98592055,0.00006250
1612,0.00693069,0.01252877,0.99306929,0.98666751,0.00006250
1613,0.00715624,0.01278623,0.99284375,0.98639381,0.00006250
1614,0.00709399,0.01275244,0.99290597,0.98642308,0.00006250
1615,0.00710141,0.01277833,0.99289858,0.98639953,0.00006250
1616,0.00708820,0.01285666,0.99291182,0.98631179,0.00006250
1617,0.00716704,0.01275999,0.99283296,0.98642361,0.00006250
1618,0.00735708,0.01284107,0.99264288,0.98634458,0.00006250
1619,0.00721768,0.01272535,0.99278235,0.98646891,0.00006250
1620,0.00698343,0.01257141,0.99301654,0.98661709,0.00006250
1621,0.00727620,0.01302161,0.99272382,0.98615658,0.00006250
1622,0.00682345,0.01267424,0.99317652,0.98649365,0.00006250
1623,0.00719444,0.01284433,0.99280560,0.98634964,0.00006250
1624,0.00695656,0.01251485,0.99304348,0.98667943,0.00006250
1625,0.00679521,0.01218521,0.99320477,0.98703712,0.00006250
1626,0.00706479,0.01262960,0.99293518,0.98656654,0.00006250
1627,0.00713573,0.01268114,0.99286425,0.98651296,0.00006250
1628,0.00716531,0.01273145,0.99283469,0.98647076,0.00006250
1629,0.00734488,0.01303769,0.99265516,0.98614407,0.00006250
1630,0.00750858,0.01317402,0.99249136,0.98600632,0.00006250
1631,0.00698641,0.01272062,0.99301362,0.98644954,0.00006250
1632,0.00712830,0.01281479,0.99287176,0.98636007,0.00006250
1633,0.00688609,0.01238384,0.99311388,0.98682451,0.00006250
1634,0.00706129,0.01273980,0.99293870,0.98645496,0.00006250
1635,0.00691456,0.01258934,0.99308544,0.98659527,0.00006250
1636,0.00645714,0.01223170,0.99354285,0.98696280,0.00006250
1637,0.00714212,0.01285038,0.99285787,0.98634320,0.00006250
1638,0.00702031,0.01282754,0.99297965,0.98635173,0.00006250
1639,0.00721793,0.01324728,0.99278206,0.98590767,0.00006250
1640,0.00703552,0.01268150,0.99296445,0.98652208,0.00006250
1641,0.00723495,0.01284980,0.99276507,0.98632991,0.00006250
1642,0.00683197,0.01274418,0.99316800,0.98642355,0.00006250
1643,0.00748634,0.01315455,0.99251366,0.98601443,0.00006250
1644,0.00772716,0.01312884,0.99227285,0.98607057,0.00006250
1645,0.00664952,0.01221099,0.99335051,0.98700058,0.00006250
1646,0.00714629,0.01291090,0.99285376,0.98625845,0.00006250
1647,0.00721823,0.01273704,0.99278176,0.98646396,0.00006250
1648,0.00709690,0.01284266,0.99290311,0.98632336,0.00006250
1649,0.00720336,0.01286016,0.99279660,0.98632646,0.00006250
1650,0.00716796,0.01261303,0.99283201,0.98658878,0.00006250
1651,0.00752998,0.01314806,0.99247003,0.98600090,0.00006250
1652,0.00723702,0.01308357,0.99276292,0.98607981,0.00006250
1653,0.00694508,0.01253462,0.99305493,0.98666596,0.00006250
1654,0.00767290,0.01343336,0.99232715,0.98571277,0.00006250
1655,0.00670306,0.01238938,0.99329692,0.98681045,0.00006250
1656,0.00700097,0.01292097,0.99299902,0.98623586,0.00006250
1657,0.00662312,0.01218783,0.99337685,0.98702157,0.00006250
1658,0.00716114,0.01307092,0.99283886,0.98610532,0.00006250
1659,0.00710214,0.01274588,0.99289787,0.98643887,0.00006250
1660,0.00718827,0.01304338,0.99281174,0.98610795,0.00006250
1661,0.00683194,0.01264719,0.99316806,0.98652321,0.00006250
1662,0.00725896,0.01289617,0.99274099,0.98629588,0.00006250
1663,0.00736761,0.01337485,0.99263239,0.98577583,0.00006250
1664,0.00716699,0.01290206,0.99283296,0.98626363,0.00006250
1665,0.00722910,0.01295283,0.99277091,0.98622096,0.00006250
1666,0.00695884,0.01266539,0.99304116,0.98650908,0.00006250
1667,0.00726146,0.01308248,0.99273854,0.98608261,0.00006250
1668,0.00707739,0.01295313,0.99292266,0.98622668,0.00006250
1669,0.00728780,0.01289634,0.99271220,0.98629099,0.00006250
1670,0.00687515,0.01248915,0.99312484,0.98670155,0.00006250
1671,0.00701425,0.01275550,0.99298579,0.98642498,0.00006250
1672,0.00717303,0.01325693,0.99282694,0.98590702,0.00006250
1673,0.00735853,0.01312177,0.99264145,0.98604840,0.00006250
1674,0.00740035,0.01316533,0.99259967,0.98600608,0.00006250
1675,0.00721167,0.01291504,0.99278831,0.98627037,0.00006250
1676,0.00706685,0.01275205,0.99293315,0.98643839,0.00006250
1677,0.00787877,0.01340891,0.99212122,0.98574430,0.00006250
1678,0.00737200,0.01304870,0.99262798,0.98612028,0.00006250
1679,0.00692848,0.01246712,0.99307150,0.98673666,0.00006250
1680,0.00678024,0.01231495,0.99321979,0.98689091,0.00006250
1681,0.00710098,0.01293515,0.99289906,0.98623526,0.00006250
1682,0.00766985,0.01344117,0.99233013,0.98572654,0.00006250
1683,0.00719646,0.01264847,0.99280357,0.98654389,0.00006250
1684,0.00698971,0.01249627,0.99301028,0.98670006,0.00006250
1685,0.00703172,0.01279840,0.99296826,0.98638630,0.00006250
1686,0.00699759,0.01281307,0.99300241,0.98635507,0.00006250
1687,0.00718424,0.01298537,0.99281579,0.98617208,0.00006250
1688,0.00655289,0.01217210,0.99344707,0.98702943,0.00006250
1689,0.00783887,0.01371655,0.99216115,0.98544908,0.00006250
1690,0.00724106,0.01299996,0.99275893,0.98616719,0.00006250
1691,0.00704025,0.01268901,0.99295974,0.98649496,0.00006250
1692,0.00781236,0.01355877,0.99218762,0.98560846,0.00006250
1693,0.00691222,0.01272828,0.99308777,0.98645431,0.00006250
1694,0.00712945,0.01287299,0.99287057,0.98629898,0.00006250
1695,0.00786605,0.01384983,0.99213398,0.98526478,0.00006250
1696,0.00733654,0.01314196,0.99266350,0.98601615,0.00006250
1697,0.00683009,0.01266361,0.99316990,0.98651570,0.00006250
1698,0.00793276,0.01377086,0.99206722,0.98537594,0.00006250
1699,0.00732286,0.01307266,0.99267715,0.98609173,0.00006250
1700,0.00703789,0.01270202,0.99296218,0.98648918,0.00006250
1701,0.00684286,0.01275078,0.99315715,0.98641539,0.00006250
1702,0.00703146,0.01254272,0.99296856,0.98666489,0.00006250
1703,0.00745580,0.01343312,0.99254417,0.98569536,0.00006250
1704,0.00772287,0.01314414,0.99227715,0.98601562,0.00006250
1705,0.00681578,0.01260615,0.99318421,0.98658335,0.00006250
1706,0.00748974,0.01330374,0.99251026,0.98584056,0.00006250
1707,0.00725229,0.01285878,0.99274766,0.98632514,0.00006250
1708,0.00670310,0.01246544,0.99329692,0.98672068,0.00006250
1709,0.00712061,0.01275879,0.99287939,0.98644680,0.00006250
1710,0.00716889,0.01274425,0.99283111,0.98644948,0.00006250
1711,0.00742580,0.01286155,0.99257421,0.98632300,0.00006250
1712,0.00761450,0.01324954,0.99238551,0.98590016,0.00006250
1713,0.00721357,0.01296908,0.99278641,0.98621237,0.00006250
1714,0.00673690,0.01246548,0.99326313,0.98672187,0.00006250
1715,0.00792224,0.01349662,0.99207777,0.98567522,0.00006250
1716,0.00711327,0.01299023,0.99288678,0.98618037,0.00006250
