trial_id,hidden_dims,output,MSE,RMSE,MAE,R2,MaxAbsErr,MeanRelErr%,P95RelErr%,P99RelErr%,MeanBias,StdErr
65,"[128, 256, 128]",Fx,0.002104,0.045870,0.035458,0.997852,0.194218,13.395181,45.386914,209.354987,-0.016011,0.042985
65,"[128, 256, 128]",Fy,0.042931,0.207197,0.149837,0.953940,1.348082,119.994469,228.503873,1338.882097,0.010126,0.206950
65,"[128, 256, 128]",Fz,0.003501,0.059168,0.045821,0.996619,0.264748,26.885857,82.037343,266.739371,-0.008366,0.058574
65,"[128, 256, 128]",Torque,0.002168,0.046560,0.035975,0.997752,0.202842,57.336143,52.200066,287.374173,-0.008423,0.045792
543,"[128, 256, 256, 128, 64]",Fx,0.001010,0.031776,0.024847,0.998969,0.152109,9.702880,26.072980,139.207267,0.000519,0.031772
543,"[128, 256, 256, 128, 64]",Fy,0.046511,0.215664,0.154459,0.950099,1.370009,105.531319,242.458022,1179.479698,-0.000865,0.215662
543,"[128, 256, 256, 128, 64]",Fz,0.002085,0.045662,0.034365,0.997986,0.274484,19.104868,51.390583,262.442424,-0.003438,0.045533
543,"[128, 256, 256, 128, 64]",Torque,0.001109,0.033304,0.025989,0.998850,0.153109,39.299911,29.750388,139.507451,-0.003040,0.033164
430,"[64, 128, 256, 128, 64]",Fx,0.002165,0.046527,0.036680,0.997790,0.210143,13.794887,39.014735,157.382304,0.003467,0.046397
430,"[64, 128, 256, 128, 64]",Fy,0.043071,0.207536,0.146115,0.953790,1.481560,110.771065,213.139175,1117.243164,-0.008336,0.207368
430,"[64, 128, 256, 128, 64]",Fz,0.003173,0.056334,0.042969,0.996935,0.252553,23.906874,77.539978,303.040039,-0.001694,0.056308
430,"[64, 128, 256, 128, 64]",Torque,0.002314,0.048109,0.038075,0.997599,0.186871,130.622574,62.579643,304.174091,0.007514,0.047519
50,"[128, 256, 128]",Fx,0.001569,0.039608,0.030672,0.998399,0.145349,12.447288,33.593558,128.106953,-0.001307,0.039587
50,"[128, 256, 128]",Fy,0.043045,0.207473,0.148160,0.953817,1.021272,114.107773,199.009810,1129.934178,-0.007929,0.207321
50,"[128, 256, 128]",Fz,0.004130,0.064264,0.051498,0.996011,0.222086,29.673925,88.075455,270.605024,0.013256,0.062882
50,"[128, 256, 128]",Torque,0.001981,0.044508,0.034070,0.997945,0.207551,61.098057,53.155931,317.807326,-0.002179,0.044455
40,"[64, 128, 64]",Fx,0.001819,0.042645,0.033480,0.998144,0.154831,16.153025,42.924835,194.222024,0.013503,0.040450
40,"[64, 128, 64]",Fy,0.043755,0.209178,0.152398,0.953055,1.389103,91.673744,225.374442,1099.471688,0.003327,0.209152
40,"[64, 128, 64]",Fz,0.003202,0.056589,0.043428,0.996907,0.304208,28.176258,69.671869,299.679384,-0.009317,0.055816
40,"[64, 128, 64]",Torque,0.001953,0.044195,0.034603,0.997974,0.178998,55.108768,48.685089,246.052691,0.008708,0.043328
513,"[64, 128, 256, 256, 128]",Fx,0.002139,0.046251,0.036064,0.997816,0.215815,13.138673,32.126314,151.139552,0.003391,0.046126
513,"[64, 128, 256, 256, 128]",Fy,0.044284,0.210438,0.151268,0.952488,1.491059,129.087723,236.045697,1203.106735,-0.010187,0.210192
513,"[64, 128, 256, 256, 128]",Fz,0.002647,0.051445,0.038845,0.997444,0.253073,21.876646,72.423481,251.934819,0.004050,0.051285
513,"[64, 128, 256, 256, 128]",Torque,0.001671,0.040880,0.032720,0.998267,0.167715,63.481739,34.040014,175.414523,0.007247,0.040233
356,"[256, 512, 512, 256]",Fx,0.002518,0.050178,0.038461,0.997430,0.224673,11.275863,30.115889,144.138796,-0.007660,0.049590
356,"[256, 512, 512, 256]",Fy,0.042531,0.206230,0.144579,0.954369,1.540125,104.920151,194.953770,1045.357337,0.001314,0.206226
356,"[256, 512, 512, 256]",Fz,0.003875,0.062250,0.045838,0.996257,0.335582,21.084639,53.918563,215.760110,-0.006950,0.061861
356,"[256, 512, 512, 256]",Torque,0.001821,0.042677,0.032876,0.998111,0.171520,37.379070,33.924672,176.400558,-0.004347,0.042455
68,"[128, 256, 128]",Fx,0.002201,0.046916,0.036062,0.997753,0.260562,11.415926,34.704651,160.047721,-0.001618,0.046888
68,"[128, 256, 128]",Fy,0.043032,0.207441,0.145633,0.953832,1.380717,102.595657,219.686642,1298.404385,-0.000347,0.207441
68,"[128, 256, 128]",Fz,0.003186,0.056446,0.043329,0.996923,0.302994,21.148031,69.624400,326.372776,-0.001150,0.056434
68,"[128, 256, 128]",Torque,0.002332,0.048289,0.037214,0.997581,0.275424,63.090523,36.211173,143.014551,-0.000631,0.048285
475,"[128, 256, 512, 256, 128]",Fx,0.001954,0.044200,0.033583,0.998006,0.235064,13.563048,35.260855,157.870454,-0.004854,0.043933
475,"[128, 256, 512, 256, 128]",Fy,0.043575,0.208745,0.149494,0.953249,1.288497,106.334732,213.322089,962.433789,0.000516,0.208745
475,"[128, 256, 512, 256, 128]",Fz,0.003105,0.055718,0.042998,0.997002,0.238611,22.600992,74.920610,318.085175,0.006515,0.055336
475,"[128, 256, 512, 256, 128]",Torque,0.002137,0.046226,0.034854,0.997784,0.184868,57.224739,43.322915,257.336657,-0.015131,0.043680
364,"[256, 512, 512, 256]",Fx,0.002058,0.045370,0.034956,0.997899,0.253900,13.942071,36.288855,158.305329,-0.008628,0.044542
364,"[256, 512, 512, 256]",Fy,0.043719,0.209091,0.148480,0.953094,1.611255,95.153778,215.988529,1382.010369,0.021901,0.207941
364,"[256, 512, 512, 256]",Fz,0.002721,0.052162,0.040133,0.997372,0.294835,19.419056,75.192821,304.934305,-0.006355,0.051774
364,"[256, 512, 512, 256]",Torque,0.002275,0.047692,0.036363,0.997641,0.200656,37.011936,42.926266,193.214729,-0.009714,0.046692
165,"[64, 128, 128, 64]",Fx,0.001976,0.044450,0.034026,0.997983,0.221538,13.401817,32.019674,142.933764,0.000067,0.044450
165,"[64, 128, 128, 64]",Fy,0.044396,0.210703,0.153411,0.952368,1.392333,105.722137,233.224368,1107.087043,0.028495,0.208768
165,"[64, 128, 128, 64]",Fz,0.002807,0.052980,0.039765,0.997289,0.250450,18.433647,60.014345,296.504571,-0.008033,0.052367
165,"[64, 128, 128, 64]",Torque,0.001602,0.040026,0.030923,0.998338,0.186597,100.021271,42.101783,202.322258,-0.003777,0.039848
267,"[64, 128, 256, 128]",Fx,0.001198,0.034609,0.027257,0.998777,0.152429,9.834379,28.774069,140.210872,-0.002406,0.034526
267,"[64, 128, 256, 128]",Fy,0.045203,0.212609,0.153249,0.951503,1.333820,106.618782,230.720584,1258.325931,0.013620,0.212172
267,"[64, 128, 256, 128]",Fz,0.003012,0.054878,0.040543,0.997091,0.262419,21.244040,60.972461,299.026378,-0.010894,0.053785
267,"[64, 128, 256, 128]",Torque,0.001382,0.037169,0.028692,0.998567,0.170073,45.962162,39.625473,203.182645,-0.004155,0.036936
32,"[64, 128, 64]",Fx,0.002437,0.049371,0.039950,0.997512,0.184279,14.362055,38.685833,160.314879,0.012734,0.047700
32,"[64, 128, 64]",Fy,0.042006,0.204952,0.148186,0.954933,1.168525,93.679993,261.229079,952.303354,0.000684,0.204951
32,"[64, 128, 64]",Fz,0.004291,0.065503,0.053329,0.995856,0.274898,25.428699,76.142527,315.588537,0.010427,0.064667
32,"[64, 128, 64]",Torque,0.002148,0.046341,0.038151,0.997773,0.139464,83.257118,49.807542,196.305122,0.010069,0.045234
520,"[64, 128, 256, 256, 128]",Fx,0.001946,0.044116,0.034169,0.998013,0.213051,12.123274,36.395160,159.717857,-0.001985,0.044071
520,"[64, 128, 256, 256, 128]",Fy,0.043293,0.208071,0.146951,0.953551,1.394441,88.227158,206.979813,1178.958593,0.001644,0.208064
520,"[64, 128, 256, 256, 128]",Fz,0.003702,0.060843,0.045673,0.996425,0.336480,27.154882,79.005661,254.171569,-0.002376,0.060797
520,"[64, 128, 256, 256, 128]",Torque,0.001964,0.044320,0.033999,0.997963,0.175061,34.289902,45.707021,287.152864,-0.008448,0.043508
472,"[128, 256, 512, 256, 128]",Fx,0.001601,0.040008,0.030477,0.998366,0.200677,13.254210,31.458762,158.633667,-0.007665,0.039267
472,"[128, 256, 512, 256, 128]",Fy,0.044791,0.211638,0.153515,0.951945,1.644782,102.794083,221.529509,1091.158306,0.012961,0.211241
472,"[128, 256, 512, 256, 128]",Fz,0.003071,0.055413,0.042622,0.997034,0.252159,21.462671,71.163566,253.607828,0.001981,0.055378
472,"[128, 256, 512, 256, 128]",Torque,0.001496,0.038676,0.029838,0.998448,0.156828,39.910839,39.472651,222.760220,-0.006334,0.038154
261,"[64, 128, 256, 128]",Fx,0.001598,0.039976,0.032246,0.998369,0.203585,11.706411,34.252818,144.752267,0.006246,0.039485
261,"[64, 128, 256, 128]",Fy,0.044989,0.212106,0.151024,0.951732,1.290885,122.594780,223.570359,1507.581475,0.008169,0.211948
261,"[64, 128, 256, 128]",Fz,0.002779,0.052714,0.040373,0.997316,0.262641,24.054445,62.738879,259.192799,-0.006004,0.052371
261,"[64, 128, 256, 128]",Torque,0.001621,0.040268,0.032059,0.998318,0.175527,53.088985,30.800616,218.654003,0.005291,0.039918
35,"[64, 128, 64]",Fx,0.002389,0.048874,0.038887,0.997562,0.197308,14.530439,45.005338,153.002293,0.021317,0.043979
35,"[64, 128, 64]",Fy,0.043353,0.208213,0.148320,0.953488,1.465410,100.981445,218.239617,1124.180416,-0.010594,0.207943
35,"[64, 128, 64]",Fz,0.003301,0.057451,0.045595,0.996812,0.228703,27.401459,75.711352,300.878341,0.007836,0.056914
35,"[64, 128, 64]",Torque,0.001966,0.044336,0.035513,0.997961,0.162106,111.986610,49.361227,231.845474,0.016472,0.041162
379,"[256, 512, 512, 256]",Fx,0.001522,0.039011,0.030442,0.998446,0.188687,10.052358,27.713278,109.917119,-0.000553,0.039007
379,"[256, 512, 512, 256]",Fy,0.044396,0.210704,0.149294,0.952368,1.695474,124.368683,246.710423,1291.043960,0.005375,0.210635
379,"[256, 512, 512, 256]",Fz,0.003269,0.057177,0.042916,0.996842,0.281339,20.858828,64.540152,248.721810,-0.011860,0.055934
379,"[256, 512, 512, 256]",Torque,0.001836,0.042846,0.033078,0.998096,0.175477,42.066887,39.916724,239.352757,-0.006034,0.042419
559,"[128, 256, 256, 128, 64]",Fx,0.002832,0.053213,0.039832,0.997109,0.225283,16.279736,42.786586,265.811799,-0.016229,0.050678
559,"[128, 256, 256, 128, 64]",Fy,0.042534,0.206239,0.149095,0.954365,1.079416,101.074638,218.889051,1305.267900,0.010160,0.205988
559,"[128, 256, 256, 128, 64]",Fz,0.003529,0.059402,0.043944,0.996592,0.282300,23.140093,68.615174,259.555312,-0.013909,0.057750
559,"[128, 256, 256, 128, 64]",Torque,0.002153,0.046405,0.034823,0.997766,0.254657,61.586208,47.724685,249.419712,-0.012839,0.044594
436,"[128, 256, 512, 256, 128]",Fx,0.001917,0.043788,0.033658,0.998043,0.231940,12.383067,29.143638,143.518749,0.000497,0.043786
436,"[128, 256, 512, 256, 128]",Fy,0.044380,0.210666,0.148628,0.952385,1.385772,107.544823,211.099700,1050.396660,-0.011325,0.210362
436,"[128, 256, 512, 256, 128]",Fz,0.003096,0.055638,0.043828,0.997010,0.241583,20.434921,58.146250,224.289258,0.007657,0.055109
436,"[128, 256, 512, 256, 128]",Torque,0.001684,0.041031,0.032934,0.998254,0.149583,75.158592,42.951818,183.140070,0.004154,0.040820
163,"[64, 128, 128, 64]",Fx,0.002593,0.050926,0.039727,0.997353,0.194967,13.857753,34.382245,196.790223,-0.004435,0.050732
163,"[64, 128, 128, 64]",Fy,0.042363,0.205822,0.148301,0.954549,1.339425,97.025391,220.698946,1102.539001,-0.029845,0.203647
163,"[64, 128, 128, 64]",Fz,0.003940,0.062772,0.048870,0.996194,0.256789,22.629875,69.151937,265.963656,-0.002063,0.062738
163,"[64, 128, 128, 64]",Torque,0.002223,0.047152,0.037165,0.997694,0.219261,68.800980,49.409715,203.202090,0.003975,0.046984
499,"[64, 128, 256, 256, 128]",Fx,0.001660,0.040747,0.032591,0.998305,0.180209,14.271167,34.475150,143.782172,0.001614,0.040715
499,"[64, 128, 256, 256, 128]",Fy,0.044297,0.210468,0.152206,0.952474,1.398705,119.685753,222.475026,1167.774603,0.007628,0.210330
499,"[64, 128, 256, 256, 128]",Fz,0.003274,0.057215,0.044846,0.996838,0.265574,17.698763,60.333328,277.344892,0.001794,0.057187
499,"[64, 128, 256, 256, 128]",Torque,0.001922,0.043843,0.034366,0.998006,0.149135,80.993713,54.522895,287.106571,-0.005709,0.043470
340,"[256, 512, 512, 256]",Fx,0.002100,0.045825,0.034725,0.997856,0.290595,11.685184,35.858080,176.291757,-0.009969,0.044728
340,"[256, 512, 512, 256]",Fy,0.043530,0.208640,0.150837,0.953297,1.541363,106.239883,204.746016,1270.101926,0.013628,0.208194
340,"[256, 512, 512, 256]",Fz,0.003381,0.058143,0.042709,0.996735,0.305721,17.841330,54.940311,253.068495,-0.011187,0.057056
340,"[256, 512, 512, 256]",Torque,0.002155,0.046426,0.036021,0.997764,0.206678,36.302513,38.329525,185.182215,-0.002303,0.046369
177,"[64, 128, 128, 64]",Fx,0.001776,0.042147,0.032067,0.998187,0.187309,12.896954,31.254856,121.668515,-0.008425,0.041296
177,"[64, 128, 128, 64]",Fy,0.045674,0.213715,0.154408,0.950997,1.225288,117.453384,224.496233,1072.759425,0.007566,0.213581
177,"[64, 128, 128, 64]",Fz,0.002490,0.049896,0.037726,0.997595,0.223899,18.794624,62.891351,262.908212,-0.008968,0.049083
177,"[64, 128, 128, 64]",Torque,0.001229,0.035063,0.027284,0.998725,0.178379,63.023525,33.685410,180.578223,-0.004734,0.034742
193,"[128, 256, 256, 128]",Fx,0.001675,0.040928,0.032527,0.998290,0.143327,11.310965,34.205469,143.792394,0.002183,0.040870
193,"[128, 256, 256, 128]",Fy,0.044250,0.210356,0.150651,0.952525,1.499351,86.168808,226.662479,1385.628887,-0.014356,0.209866
193,"[128, 256, 256, 128]",Fz,0.003597,0.059973,0.045727,0.996526,0.301488,28.167604,73.841913,304.502526,-0.009458,0.059222
193,"[128, 256, 256, 128]",Torque,0.001655,0.040685,0.032649,0.998283,0.144512,73.139236,46.550129,203.236480,-0.003870,0.040500
284,"[64, 128, 256, 128]",Fx,0.001838,0.042873,0.034350,0.998124,0.179262,15.798050,37.954254,158.044829,0.010632,0.041533
284,"[64, 128, 256, 128]",Fy,0.043696,0.209036,0.150696,0.953119,1.201528,84.507523,219.719819,1177.275824,0.006110,0.208946
284,"[64, 128, 256, 128]",Fz,0.003547,0.059557,0.047359,0.996574,0.259341,26.261616,85.530313,333.725275,0.004147,0.059412
284,"[64, 128, 256, 128]",Torque,0.002098,0.045804,0.036540,0.997824,0.191617,79.362007,53.707442,248.497672,0.005083,0.045521
320,"[128, 256, 512, 256]",Fx,0.002093,0.045750,0.036614,0.997863,0.166008,13.393625,36.316941,154.028009,0.003634,0.045605
320,"[128, 256, 512, 256]",Fy,0.043424,0.208385,0.150182,0.953411,1.110510,90.198532,204.175293,1050.338444,0.009241,0.208180
320,"[128, 256, 512, 256]",Fz,0.003379,0.058132,0.043643,0.996736,0.229977,20.360392,60.957644,222.927150,-0.003368,0.058035
320,"[128, 256, 512, 256]",Torque,0.002288,0.047828,0.039071,0.997627,0.177910,44.921539,44.486293,259.885775,0.007155,0.047290
212,"[128, 256, 256, 128]",Fx,0.002370,0.048681,0.037829,0.997581,0.195944,12.623231,31.527973,125.544749,-0.003934,0.048522
212,"[128, 256, 256, 128]",Fy,0.042579,0.206346,0.149330,0.954318,1.417032,139.927872,221.957136,1283.653906,0.001794,0.206339
212,"[128, 256, 256, 128]",Fz,0.003791,0.061572,0.045757,0.996338,0.367988,19.354002,57.687217,240.623419,-0.006265,0.061253
212,"[128, 256, 256, 128]",Torque,0.002445,0.049451,0.037329,0.997464,0.217580,95.723503,40.978764,215.947507,-0.006098,0.049073
337,"[256, 512, 512, 256]",Fx,0.001757,0.041911,0.034005,0.998207,0.133089,10.715124,27.252067,102.273553,0.009002,0.040933
337,"[256, 512, 512, 256]",Fy,0.044852,0.211784,0.148906,0.951878,1.455717,93.037285,238.031857,1631.798793,-0.013091,0.211379
337,"[256, 512, 512, 256]",Fz,0.002891,0.053765,0.041647,0.997208,0.307399,16.709183,60.547964,214.577582,-0.000485,0.053763
337,"[256, 512, 512, 256]",Torque,0.001695,0.041170,0.032798,0.998242,0.152644,46.637115,32.540321,158.866121,-0.001330,0.041148
534,"[128, 256, 256, 128, 64]",Fx,0.001707,0.041319,0.031827,0.998257,0.193601,12.750058,39.043490,136.673829,-0.005921,0.040893
534,"[128, 256, 256, 128, 64]",Fy,0.044429,0.210782,0.151159,0.952333,1.343347,114.890274,201.134077,1117.874277,-0.001486,0.210777
534,"[128, 256, 256, 128, 64]",Fz,0.003275,0.057225,0.043179,0.996837,0.300599,21.407469,71.366868,299.059486,-0.007288,0.056759
534,"[128, 256, 256, 128, 64]",Torque,0.001787,0.042278,0.031534,0.998146,0.233842,38.162361,40.832009,194.088936,-0.005996,0.041851
330,"[128, 256, 512, 256]",Fx,0.001411,0.037567,0.029887,0.998559,0.178645,10.585909,26.877072,115.665571,-0.001133,0.037550
330,"[128, 256, 512, 256]",Fy,0.045804,0.214019,0.152787,0.950858,1.447718,126.041969,248.712281,1050.790668,0.005173,0.213956
330,"[128, 256, 512, 256]",Fz,0.002600,0.050985,0.039483,0.997489,0.236204,21.510294,59.540050,238.987537,0.004556,0.050781
330,"[128, 256, 512, 256]",Torque,0.001387,0.037241,0.029717,0.998562,0.197517,36.580814,34.445154,133.048363,0.001798,0.037198
132,"[256, 512, 256]",Fx,0.001327,0.036423,0.028748,0.998646,0.117038,12.816317,34.950101,117.309966,-0.002015,0.036367
132,"[256, 512, 256]",Fy,0.046110,0.214733,0.153198,0.950529,1.219934,107.497093,241.680851,1060.141722,-0.021123,0.213691
132,"[256, 512, 256]",Fz,0.002482,0.049820,0.038111,0.997603,0.232723,19.925898,65.342361,276.719058,0.000629,0.049816
132,"[256, 512, 256]",Torque,0.001345,0.036674,0.028779,0.998605,0.190394,45.903851,38.140295,177.510995,-0.006729,0.036052
451,"[128, 256, 512, 256, 128]",Fx,0.001923,0.043850,0.034210,0.998037,0.227843,9.795652,30.003876,149.587180,0.001085,0.043837
451,"[128, 256, 512, 256, 128]",Fy,0.044262,0.210385,0.148069,0.952512,1.611948,114.107521,228.311710,1399.912423,0.010390,0.210128
451,"[128, 256, 512, 256, 128]",Fz,0.003174,0.056340,0.044028,0.996934,0.218218,18.188210,54.895193,178.282556,0.003031,0.056258
451,"[128, 256, 512, 256, 128]",Torque,0.001913,0.043742,0.035165,0.998015,0.171684,76.698425,45.111172,231.425025,0.009866,0.042615
486,"[64, 128, 256, 256, 128]",Fx,0.002114,0.045978,0.036179,0.997842,0.239515,11.299197,32.108714,122.380471,0.004013,0.045802
486,"[64, 128, 256, 256, 128]",Fy,0.043764,0.209198,0.151660,0.953046,1.437376,96.596222,227.414055,1190.936735,0.008498,0.209025
486,"[64, 128, 256, 256, 128]",Fz,0.003395,0.058264,0.044594,0.996721,0.272360,24.387632,75.655238,268.733005,0.003722,0.058145
486,"[64, 128, 256, 256, 128]",Torque,0.002008,0.044811,0.035431,0.997917,0.202826,99.470886,38.993187,239.816217,0.006107,0.044392
37,"[64, 128, 64]",Fx,0.001752,0.041856,0.032130,0.998212,0.206640,15.280020,42.089923,158.543526,0.004060,0.041658
37,"[64, 128, 64]",Fy,0.044656,0.211320,0.153956,0.952089,1.502379,91.626930,227.087447,930.077665,-0.001823,0.211312
37,"[64, 128, 64]",Fz,0.003051,0.055235,0.042689,0.997053,0.231637,27.282421,80.583947,304.318871,-0.004226,0.055073
37,"[64, 128, 64]",Torque,0.001840,0.042901,0.034032,0.998091,0.152258,67.266426,52.177665,373.346437,0.010799,0.041519
565,"[128, 256, 256, 128, 64]",Fx,0.002465,0.049644,0.039346,0.997484,0.304533,12.728715,36.963078,137.618737,-0.002768,0.049567
565,"[128, 256, 256, 128, 64]",Fy,0.043434,0.208409,0.149848,0.953400,1.235366,103.402573,215.701429,1422.965320,0.010702,0.208134
565,"[128, 256, 256, 128, 64]",Fz,0.003530,0.059414,0.046526,0.996591,0.277332,22.026289,75.020179,310.565631,-0.005043,0.059199
565,"[128, 256, 256, 128, 64]",Torque,0.001905,0.043646,0.035081,0.998024,0.191040,46.925434,48.932791,199.426915,0.002792,0.043556
352,"[256, 512, 512, 256]",Fx,0.002045,0.045220,0.035247,0.997913,0.215337,14.593514,28.492795,199.416751,-0.007555,0.044584
352,"[256, 512, 512, 256]",Fy,0.044886,0.211862,0.148884,0.951843,1.751278,126.725052,220.470187,1467.218984,0.007697,0.211722
352,"[256, 512, 512, 256]",Fz,0.002504,0.050037,0.037560,0.997582,0.293959,18.416698,57.757340,251.689867,-0.010209,0.048985
352,"[256, 512, 512, 256]",Torque,0.001907,0.043674,0.034544,0.998022,0.173379,52.911983,38.978280,252.248173,-0.003000,0.043571
308,"[128, 256, 512, 256]",Fx,0.002127,0.046121,0.035951,0.997829,0.180516,12.276251,33.148712,152.474868,0.007279,0.045543
308,"[128, 256, 512, 256]",Fy,0.043178,0.207792,0.149330,0.953675,1.390656,107.970940,208.072881,932.315912,-0.004940,0.207734
308,"[128, 256, 512, 256]",Fz,0.003993,0.063191,0.048618,0.996143,0.344098,25.752087,62.425980,330.859803,-0.007906,0.062694
308,"[128, 256, 512, 256]",Torque,0.002044,0.045214,0.035806,0.997880,0.166914,77.828888,40.195814,182.395255,0.004946,0.044943
555,"[128, 256, 256, 128, 64]",Fx,0.001426,0.037767,0.029499,0.998544,0.180522,11.178449,27.662766,109.178437,-0.002785,0.037665
555,"[128, 256, 256, 128, 64]",Fy,0.046113,0.214738,0.151447,0.950526,1.662271,117.801323,221.661726,1186.195334,0.007557,0.214605
555,"[128, 256, 256, 128, 64]",Fz,0.002500,0.050001,0.037033,0.997585,0.243571,16.757986,51.172235,199.742729,-0.009768,0.049038
555,"[128, 256, 256, 128, 64]",Torque,0.001319,0.036316,0.027928,0.998632,0.211239,32.058517,30.121452,180.597838,-0.004270,0.036064
242,"[64, 128, 256, 128]",Fx,0.002237,0.047300,0.036520,0.997716,0.244469,13.696908,43.066685,196.934070,-0.005711,0.046954
242,"[64, 128, 256, 128]",Fy,0.043976,0.209705,0.149605,0.952819,1.620337,112.789505,217.038975,1127.813351,0.009847,0.209473
242,"[64, 128, 256, 128]",Fz,0.003162,0.056234,0.043703,0.996946,0.266556,20.912348,77.174599,278.385807,-0.009348,0.055451
242,"[64, 128, 256, 128]",Torque,0.001983,0.044531,0.034710,0.997943,0.206244,46.562294,52.378116,238.431739,-0.014443,0.042124
465,"[128, 256, 512, 256, 128]",Fx,0.001637,0.040459,0.030939,0.998329,0.239317,13.183815,32.458760,147.840209,-0.000140,0.040459
465,"[128, 256, 512, 256, 128]",Fy,0.044890,0.211874,0.153101,0.951838,1.393828,106.532074,251.757812,1392.227532,0.014550,0.211373
465,"[128, 256, 512, 256, 128]",Fz,0.003132,0.055961,0.042181,0.996975,0.247509,21.164230,65.964587,276.050271,-0.011435,0.054781
465,"[128, 256, 512, 256, 128]",Torque,0.001706,0.041306,0.030327,0.998230,0.211011,81.548271,35.961545,208.139772,-0.008553,0.040411
518,"[64, 128, 256, 256, 128]",Fx,0.002259,0.047524,0.037061,0.997694,0.245171,14.494609,41.970563,130.123885,0.007389,0.046946
518,"[64, 128, 256, 256, 128]",Fy,0.043278,0.208034,0.151584,0.953568,1.205902,103.174728,212.490743,1295.605801,0.016730,0.207360
518,"[64, 128, 256, 256, 128]",Fz,0.003901,0.062455,0.049501,0.996233,0.240403,31.640068,84.514699,396.870185,0.014885,0.060655
518,"[64, 128, 256, 256, 128]",Torque,0.001961,0.044283,0.034781,0.997966,0.175486,36.379189,50.918101,286.143506,0.006417,0.043816
23,"[64, 128, 64]",Fx,0.002169,0.046575,0.036380,0.997786,0.210946,15.323788,39.616227,181.902687,0.002195,0.046523
23,"[64, 128, 64]",Fy,0.044373,0.210648,0.150279,0.952393,1.494567,120.847160,229.911427,1432.983923,0.006740,0.210540
23,"[64, 128, 64]",Fz,0.003138,0.056020,0.042628,0.996969,0.294078,21.065546,82.955481,266.481452,-0.003560,0.055907
23,"[64, 128, 64]",Torque,0.001732,0.041612,0.033030,0.998204,0.164919,71.681847,40.296608,198.211218,0.010095,0.040368
479,"[128, 256, 512, 256, 128]",Fx,0.002303,0.047989,0.037201,0.997649,0.284412,12.507370,36.257262,131.480637,-0.007157,0.047452
479,"[128, 256, 512, 256, 128]",Fy,0.043205,0.207857,0.147469,0.953646,1.477210,101.670158,210.753710,1387.507832,-0.009275,0.207650
479,"[128, 256, 512, 256, 128]",Fz,0.003345,0.057836,0.045570,0.996769,0.293111,22.366154,70.393678,272.115760,0.014287,0.056044
479,"[128, 256, 512, 256, 128]",Torque,0.002584,0.050834,0.039426,0.997320,0.236863,104.028275,48.624198,214.756038,-0.001081,0.050822
245,"[64, 128, 256, 128]",Fx,0.002344,0.048415,0.037266,0.997607,0.262373,15.480016,35.613672,153.207170,0.010227,0.047322
245,"[64, 128, 256, 128]",Fy,0.042828,0.206950,0.150462,0.954050,1.220423,115.125999,207.026695,811.666120,0.004287,0.206905
245,"[64, 128, 256, 128]",Fz,0.003552,0.059598,0.045572,0.996569,0.372112,25.680479,79.571294,382.759645,-0.009381,0.058855
245,"[64, 128, 256, 128]",Torque,0.002713,0.052086,0.039940,0.997186,0.307415,82.506638,54.020989,231.400509,0.013435,0.050324
237,"[128, 256, 256, 128]",Fx,0.001477,0.038433,0.029733,0.998492,0.147487,9.983747,30.018481,144.491026,-0.008668,0.037442
237,"[128, 256, 256, 128]",Fy,0.045493,0.213290,0.152328,0.951191,1.317403,132.440430,239.612033,1270.931895,0.012551,0.212921
237,"[128, 256, 256, 128]",Fz,0.003093,0.055612,0.041563,0.997013,0.247762,24.603342,64.257841,341.164132,-0.016571,0.053086
237,"[128, 256, 256, 128]",Torque,0.001391,0.037293,0.029119,0.998557,0.164017,42.725143,33.294848,203.659642,-0.001026,0.037279
159,"[64, 128, 128, 64]",Fx,0.001692,0.041129,0.031530,0.998273,0.202550,12.576860,28.904375,123.182804,-0.002145,0.041073
159,"[64, 128, 128, 64]",Fy,0.045167,0.212526,0.149936,0.951541,1.592202,107.936134,211.101946,1407.048469,-0.007078,0.212408
159,"[64, 128, 128, 64]",Fz,0.003043,0.055161,0.043542,0.997061,0.233747,22.551516,74.836554,294.808605,0.008098,0.054563
159,"[64, 128, 128, 64]",Torque,0.001592,0.039901,0.031468,0.998349,0.172630,27.915012,40.149184,326.870714,0.001030,0.039888
484,"[64, 128, 256, 256, 128]",Fx,0.002478,0.049779,0.039347,0.997470,0.271905,13.235312,34.132443,163.697118,0.006383,0.049368
484,"[64, 128, 256, 256, 128]",Fy,0.043584,0.208769,0.150509,0.953239,1.190907,98.612465,205.803443,1042.948589,-0.018920,0.207909
484,"[64, 128, 256, 256, 128]",Fz,0.003480,0.058989,0.045326,0.996639,0.294963,22.366320,67.106183,329.416676,-0.003331,0.058895
484,"[64, 128, 256, 256, 128]",Torque,0.001956,0.044232,0.034616,0.997971,0.209212,59.715084,39.032657,244.349583,-0.000045,0.044232
448,"[128, 256, 512, 256, 128]",Fx,0.002590,0.050888,0.040324,0.997357,0.221401,12.773809,29.576740,139.288086,0.011291,0.049620
448,"[128, 256, 512, 256, 128]",Fy,0.044395,0.210702,0.150134,0.952369,1.665950,112.193779,238.689673,1260.370734,0.012073,0.210355
448,"[128, 256, 512, 256, 128]",Fz,0.002823,0.053129,0.041355,0.997274,0.214415,19.096945,62.981130,315.981140,0.006198,0.052766
