trial_id,hidden_dims,output,MSE,RMSE,MAE,R2,MaxAbsErr,MeanRelErr%,P95RelErr%,P99RelErr%,MeanBias,StdErr
86,"[128, 256, 128]",Fx,0.001796,0.042384,0.032898,0.998166,0.237988,12.895559,37.501161,172.294280,-0.001291,0.042364
86,"[128, 256, 128]",Fy,0.042465,0.206071,0.149966,0.954440,1.218404,117.906380,237.032217,1153.607098,0.004957,0.206011
86,"[128, 256, 128]",Fz,0.003124,0.055889,0.043548,0.996983,0.293628,26.950954,71.455945,363.004473,0.008573,0.055227
86,"[128, 256, 128]",Torque,0.001835,0.042834,0.034322,0.998097,0.149270,82.968948,45.549904,295.405319,0.011804,0.041175
243,"[64, 128, 256, 128]",Fx,0.001061,0.032576,0.025032,0.998917,0.154490,12.285200,33.109882,146.638111,0.001887,0.032521
243,"[64, 128, 256, 128]",Fy,0.044693,0.211406,0.150549,0.952050,1.744380,107.776291,239.097884,1175.793429,0.012387,0.211043
243,"[64, 128, 256, 128]",Fz,0.002398,0.048974,0.037670,0.997684,0.206224,22.525755,73.621719,252.265007,-0.007434,0.048406
243,"[64, 128, 256, 128]",Torque,0.001073,0.032758,0.025182,0.998887,0.142381,61.278645,41.585851,166.247817,0.000967,0.032744
562,"[128, 256, 256, 128, 64]",Fx,0.002331,0.048282,0.037669,0.997620,0.223246,15.557215,37.991249,214.605148,-0.003892,0.048125
562,"[128, 256, 256, 128, 64]",Fy,0.042276,0.205612,0.146915,0.954642,1.656845,93.805870,214.388187,1228.603630,0.000766,0.205611
562,"[128, 256, 256, 128, 64]",Fz,0.003106,0.055735,0.042637,0.997000,0.257228,26.327578,59.637120,284.971886,0.006378,0.055369
562,"[128, 256, 256, 128, 64]",Torque,0.001527,0.039077,0.030817,0.998416,0.165334,51.627483,42.446846,218.345527,0.002416,0.039003
31,"[64, 128, 64]",Fx,0.001662,0.040771,0.031900,0.998303,0.174940,13.160243,40.790225,150.011464,-0.005074,0.040454
31,"[64, 128, 64]",Fy,0.042933,0.207204,0.149860,0.953937,1.285825,104.019768,224.809226,1444.601682,0.008257,0.207039
31,"[64, 128, 64]",Fz,0.003279,0.057263,0.044602,0.996833,0.330939,21.909361,79.695462,296.113618,0.004155,0.057112
31,"[64, 128, 64]",Torque,0.001375,0.037078,0.029283,0.998574,0.131851,60.358284,42.307656,202.080529,0.000748,0.037070
313,"[128, 256, 512, 256]",Fx,0.002202,0.046925,0.037464,0.997752,0.190764,13.324781,40.014736,156.778839,-0.006923,0.046411
313,"[128, 256, 512, 256]",Fy,0.042075,0.205122,0.147274,0.954858,1.252319,92.469391,214.659484,1254.702377,0.012106,0.204764
313,"[128, 256, 512, 256]",Fz,0.003362,0.057984,0.044493,0.996753,0.262904,22.311750,67.742786,284.312879,0.005479,0.057725
313,"[128, 256, 512, 256]",Torque,0.001636,0.040442,0.032466,0.998304,0.148534,66.942596,39.469462,167.359890,0.003504,0.040290
80,"[128, 256, 128]",Fx,0.001549,0.039359,0.031572,0.998419,0.157926,11.584331,30.140137,143.523550,0.004310,0.039123
80,"[128, 256, 128]",Fy,0.042620,0.206446,0.148823,0.954273,1.243457,93.483261,219.473627,1378.459675,0.003214,0.206421
80,"[128, 256, 128]",Fz,0.003583,0.059859,0.047762,0.996539,0.205748,18.786110,63.680681,260.845485,0.007722,0.059359
80,"[128, 256, 128]",Torque,0.001550,0.039372,0.031282,0.998392,0.181329,37.925800,36.572570,137.993893,0.002782,0.039273
121,"[256, 512, 256]",Fx,0.001774,0.042121,0.033458,0.998189,0.140954,12.350868,38.379581,123.760208,-0.008852,0.041181
121,"[256, 512, 256]",Fy,0.042426,0.205977,0.148866,0.954481,1.207510,109.460571,229.037396,1266.833140,-0.005925,0.205891
121,"[256, 512, 256]",Fz,0.002761,0.052546,0.040525,0.997333,0.216760,26.228382,74.527841,321.468009,-0.011217,0.051334
121,"[256, 512, 256]",Torque,0.002346,0.048433,0.037597,0.997567,0.206172,59.668045,52.453160,193.298544,-0.017777,0.045053
190,"[64, 128, 128, 64]",Fx,0.002074,0.045546,0.035541,0.997882,0.215705,14.022603,37.530898,172.426927,0.002431,0.045481
190,"[64, 128, 128, 64]",Fy,0.042091,0.205162,0.148117,0.954841,1.103524,90.065231,226.971201,1196.679813,-0.013943,0.204688
190,"[64, 128, 128, 64]",Fz,0.003273,0.057207,0.044776,0.996839,0.248718,27.476894,72.012970,308.745421,0.008895,0.056511
190,"[64, 128, 128, 64]",Torque,0.001911,0.043715,0.035340,0.998018,0.160720,74.739357,51.659259,221.441381,0.009280,0.042719
549,"[128, 256, 256, 128, 64]",Fx,0.001551,0.039383,0.030140,0.998417,0.177033,11.311678,29.661038,163.058199,-0.001971,0.039334
549,"[128, 256, 256, 128, 64]",Fy,0.043676,0.208988,0.150553,0.953141,1.263822,119.436874,227.345405,1178.561420,-0.000860,0.208986
549,"[128, 256, 256, 128, 64]",Fz,0.002842,0.053308,0.040524,0.997255,0.262908,21.843891,63.919865,220.232829,-0.003770,0.053175
549,"[128, 256, 256, 128, 64]",Torque,0.001293,0.035954,0.028558,0.998659,0.154124,27.122847,39.165852,202.471022,0.003215,0.035810
376,"[256, 512, 512, 256]",Fx,0.001652,0.040648,0.032068,0.998313,0.167818,9.530595,26.491327,106.046956,0.002787,0.040553
376,"[256, 512, 512, 256]",Fy,0.043275,0.208028,0.147842,0.953570,1.251145,98.298904,214.407973,1147.090332,0.006033,0.207940
376,"[256, 512, 512, 256]",Fz,0.002931,0.054143,0.042055,0.997169,0.214596,22.389391,63.233587,250.403911,0.002899,0.054065
376,"[256, 512, 512, 256]",Torque,0.001508,0.038827,0.031320,0.998436,0.145424,49.458752,42.168966,197.278052,0.006158,0.038335
233,"[128, 256, 256, 128]",Fx,0.001552,0.039395,0.031000,0.998416,0.169888,12.961187,36.161115,130.954329,0.000875,0.039385
233,"[128, 256, 256, 128]",Fy,0.043271,0.208016,0.149919,0.953575,1.304184,96.057663,230.581167,1136.924814,-0.007791,0.207870
233,"[128, 256, 256, 128]",Fz,0.002834,0.053234,0.040597,0.997263,0.235522,26.460655,68.041286,267.700714,0.001438,0.053215
233,"[128, 256, 256, 128]",Torque,0.001729,0.041586,0.032694,0.998206,0.149696,95.475128,45.122491,262.986265,-0.001035,0.041573
510,"[64, 128, 256, 256, 128]",Fx,0.001269,0.035621,0.026888,0.998705,0.163217,11.550801,26.172969,106.342775,-0.002291,0.035547
510,"[64, 128, 256, 256, 128]",Fy,0.044883,0.211855,0.151539,0.951846,1.281559,134.109940,234.493099,1783.251521,-0.003942,0.211819
510,"[64, 128, 256, 256, 128]",Fz,0.002198,0.046882,0.034806,0.997877,0.288786,18.498854,50.111496,303.197898,-0.004683,0.046648
510,"[64, 128, 256, 256, 128]",Torque,0.001046,0.032338,0.025444,0.998915,0.168308,65.507858,33.583364,203.222395,0.003311,0.032168
122,"[256, 512, 256]",Fx,0.001512,0.038878,0.030756,0.998457,0.178380,14.437793,37.950268,170.312730,0.004985,0.038558
122,"[256, 512, 256]",Fy,0.043503,0.208574,0.148552,0.953326,1.351607,99.239594,212.724776,1065.275970,-0.001572,0.208568
122,"[256, 512, 256]",Fz,0.003073,0.055433,0.042129,0.997032,0.281422,20.062202,77.790666,343.556864,-0.020979,0.051309
122,"[256, 512, 256]",Torque,0.001326,0.036409,0.028924,0.998625,0.143412,30.611166,38.361282,200.148729,0.002814,0.036300
42,"[64, 128, 64]",Fx,0.001535,0.039183,0.030335,0.998433,0.156558,13.870131,42.331810,161.582850,0.004637,0.038908
42,"[64, 128, 64]",Fy,0.043487,0.208535,0.149965,0.953344,1.329465,89.725876,249.067575,1431.179482,0.007186,0.208411
42,"[64, 128, 64]",Fz,0.002908,0.053929,0.041456,0.997191,0.284937,22.200937,64.682298,245.389387,-0.000447,0.053927
42,"[64, 128, 64]",Torque,0.001488,0.038570,0.029843,0.998457,0.157495,34.500591,49.313000,245.182760,0.004805,0.038270
125,"[256, 512, 256]",Fx,0.001817,0.042621,0.033633,0.998146,0.186988,11.324248,36.982766,104.669865,0.003115,0.042507
125,"[256, 512, 256]",Fy,0.042713,0.206671,0.148490,0.954174,1.401119,87.782707,231.135227,1124.171450,0.018232,0.205866
125,"[256, 512, 256]",Fz,0.002799,0.052906,0.040177,0.997297,0.233709,22.439447,55.746635,228.666324,-0.007004,0.052440
125,"[256, 512, 256]",Torque,0.002138,0.046241,0.036197,0.997782,0.176939,36.166725,43.502104,187.338215,-0.000391,0.046239
515,"[64, 128, 256, 256, 128]",Fx,0.002019,0.044937,0.034218,0.997939,0.221355,13.015882,41.153671,187.232961,-0.006727,0.044431
515,"[64, 128, 256, 256, 128]",Fy,0.042987,0.207334,0.146114,0.953880,1.571250,90.274574,210.580589,1198.192836,0.003887,0.207297
515,"[64, 128, 256, 256, 128]",Fz,0.002750,0.052436,0.040520,0.997344,0.249945,20.311625,65.382649,302.189420,0.008843,0.051685
515,"[64, 128, 256, 256, 128]",Torque,0.001719,0.041455,0.031594,0.998218,0.168333,61.691570,51.994707,277.504476,-0.004872,0.041168
230,"[128, 256, 256, 128]",Fx,0.001754,0.041878,0.032122,0.998210,0.180809,12.746289,36.955161,154.708975,-0.005087,0.041568
230,"[128, 256, 256, 128]",Fy,0.042434,0.205995,0.149624,0.954473,1.190198,102.181175,218.906522,1154.362380,-0.000402,0.205995
230,"[128, 256, 256, 128]",Fz,0.003086,0.055549,0.042883,0.997020,0.261437,31.281397,76.409826,350.880504,-0.003837,0.055416
230,"[128, 256, 256, 128]",Torque,0.002203,0.046938,0.036565,0.997715,0.201360,77.741051,59.221201,335.087034,-0.011119,0.045602
373,"[256, 512, 512, 256]",Fx,0.001152,0.033948,0.026601,0.998824,0.117429,10.995562,28.567257,123.185991,-0.004535,0.033643
373,"[256, 512, 512, 256]",Fy,0.044576,0.211131,0.149582,0.952175,1.421439,110.875847,257.893742,1196.730532,0.006717,0.211024
373,"[256, 512, 512, 256]",Fz,0.002641,0.051386,0.040161,0.997450,0.235372,25.040625,62.490403,199.034675,0.010372,0.050328
373,"[256, 512, 512, 256]",Torque,0.001118,0.033439,0.026398,0.998840,0.138673,65.392738,39.316603,173.202372,0.003326,0.033273
39,"[64, 128, 64]",Fx,0.001529,0.039098,0.030082,0.998440,0.216971,14.911195,36.243459,200.250300,0.002591,0.039012
39,"[64, 128, 64]",Fy,0.043590,0.208782,0.151003,0.953233,1.257514,102.493095,221.430473,1274.865764,-0.005510,0.208709
39,"[64, 128, 64]",Fz,0.002831,0.053203,0.041264,0.997266,0.221462,23.803152,69.344581,348.623942,0.000917,0.053195
39,"[64, 128, 64]",Torque,0.001559,0.039488,0.031022,0.998383,0.149919,46.958321,43.381160,305.137303,0.012406,0.037488
36,"[64, 128, 64]",Fx,0.001870,0.043239,0.034247,0.998092,0.148015,16.242165,38.983323,222.055033,0.007731,0.042542
36,"[64, 128, 64]",Fy,0.042881,0.207078,0.151435,0.953993,1.138897,90.024467,243.832420,1214.642356,0.002567,0.207062
36,"[64, 128, 64]",Fz,0.003244,0.056960,0.043484,0.996866,0.266247,21.924767,63.387840,246.617802,-0.006271,0.056614
36,"[64, 128, 64]",Torque,0.001530,0.039116,0.030895,0.998413,0.151599,83.741112,46.327456,282.040752,-0.000514,0.039112
225,"[128, 256, 256, 128]",Fx,0.001795,0.042363,0.033126,0.998168,0.194724,12.841946,32.530227,173.419595,0.001330,0.042343
225,"[128, 256, 256, 128]",Fy,0.043389,0.208300,0.147950,0.953448,1.387155,114.002831,240.036583,1271.344327,0.000108,0.208300
225,"[128, 256, 256, 128]",Fz,0.002680,0.051773,0.040311,0.997411,0.261803,22.741764,73.713179,333.504005,0.004659,0.051563
225,"[128, 256, 256, 128]",Torque,0.001668,0.040841,0.033131,0.998270,0.148552,47.929569,39.035740,155.648997,0.008536,0.039939
85,"[128, 256, 128]",Fx,0.001702,0.041255,0.033212,0.998263,0.153236,14.773158,40.077749,166.593385,0.008932,0.040277
85,"[128, 256, 128]",Fy,0.043127,0.207670,0.151047,0.953730,1.187704,104.092972,215.660612,1175.099054,0.003889,0.207634
85,"[128, 256, 128]",Fz,0.003077,0.055473,0.042982,0.997028,0.197700,20.774652,66.497968,279.264440,0.003742,0.055346
85,"[128, 256, 128]",Torque,0.001627,0.040340,0.031954,0.998312,0.155804,35.409340,41.850710,241.868338,0.004238,0.040117
459,"[128, 256, 512, 256, 128]",Fx,0.001207,0.034741,0.026419,0.998768,0.226709,10.469766,25.847921,120.203316,-0.010626,0.033076
459,"[128, 256, 512, 256, 128]",Fy,0.045055,0.212262,0.151179,0.951661,1.554259,105.464516,225.499470,1351.519982,0.016247,0.211639
459,"[128, 256, 512, 256, 128]",Fz,0.002177,0.046657,0.034877,0.997898,0.250547,19.895115,58.767752,277.112745,-0.004064,0.046479
459,"[128, 256, 512, 256, 128]",Torque,0.001107,0.033277,0.024805,0.998851,0.250598,56.669075,31.889808,109.416128,-0.008751,0.032106
150,"[64, 128, 128, 64]",Fx,0.001557,0.039463,0.030766,0.998410,0.186631,11.641191,32.551003,157.058980,0.005437,0.039087
150,"[64, 128, 128, 64]",Fy,0.043527,0.208632,0.148626,0.953300,1.297551,96.281273,189.106276,1506.518325,0.000099,0.208632
150,"[64, 128, 128, 64]",Fz,0.002913,0.053968,0.040294,0.997187,0.268412,24.633268,62.108702,248.624620,-0.003594,0.053848
150,"[64, 128, 128, 64]",Torque,0.001565,0.039560,0.030543,0.998377,0.169772,101.693634,32.806861,169.527025,0.000715,0.039553
495,"[64, 128, 256, 256, 128]",Fx,0.000868,0.029459,0.022851,0.999114,0.121242,8.568572,22.881599,107.045341,-0.001548,0.029418
495,"[64, 128, 256, 256, 128]",Fy,0.045728,0.213841,0.153237,0.950939,1.545711,107.278366,233.977941,1473.857660,0.004364,0.213797
495,"[64, 128, 256, 256, 128]",Fz,0.002133,0.046186,0.033827,0.997940,0.228253,19.057392,53.818921,231.121052,-0.010657,0.044940
495,"[64, 128, 256, 256, 128]",Torque,0.000833,0.028868,0.021607,0.999136,0.135864,29.943502,29.732299,183.791903,-0.004981,0.028435
300,"[128, 256, 512, 256]",Fx,0.001005,0.031695,0.023849,0.998975,0.160209,8.338632,19.866670,93.555747,-0.008106,0.030641
300,"[128, 256, 512, 256]",Fy,0.045549,0.213421,0.150576,0.951131,1.710437,121.807098,236.578724,1522.044302,-0.004367,0.213377
300,"[128, 256, 512, 256]",Fz,0.002001,0.044735,0.034425,0.998067,0.214378,17.701981,53.534656,250.186620,0.004472,0.044511
300,"[128, 256, 512, 256]",Torque,0.001014,0.031848,0.024589,0.998948,0.178951,25.366152,28.049113,149.902537,-0.003210,0.031686
331,"[128, 256, 512, 256]",Fx,0.001283,0.035819,0.027663,0.998690,0.160828,11.388062,29.681569,119.489187,-0.003378,0.035659
331,"[128, 256, 512, 256]",Fy,0.044384,0.210675,0.148874,0.952381,1.420184,128.417572,246.867918,1379.141506,0.006842,0.210563
331,"[128, 256, 512, 256]",Fz,0.002440,0.049393,0.037724,0.997644,0.215187,22.697653,77.223056,289.495570,-0.012463,0.047795
331,"[128, 256, 512, 256]",Torque,0.001465,0.038281,0.029138,0.998480,0.186488,28.942171,37.237313,135.998100,-0.010802,0.036725
115,"[256, 512, 256]",Fx,0.002749,0.052427,0.041504,0.997194,0.219049,12.028166,32.901786,110.428883,-0.009320,0.051592
115,"[256, 512, 256]",Fy,0.042160,0.205329,0.146558,0.954767,1.448578,123.152016,226.939861,1122.823798,0.011525,0.205006
115,"[256, 512, 256]",Fz,0.002738,0.052324,0.039525,0.997356,0.253257,21.298479,58.746946,222.167097,-0.008586,0.051614
115,"[256, 512, 256]",Torque,0.001947,0.044120,0.034885,0.997981,0.172500,24.237104,37.962015,174.680452,-0.000802,0.044112
235,"[128, 256, 256, 128]",Fx,0.002280,0.047753,0.037563,0.997672,0.195643,14.456446,39.935862,184.642678,-0.007734,0.047122
235,"[128, 256, 256, 128]",Fy,0.041520,0.203764,0.148371,0.955454,1.327744,100.758682,228.145818,1619.046653,0.013606,0.203309
235,"[128, 256, 256, 128]",Fz,0.003327,0.057677,0.044362,0.996787,0.218039,26.321785,81.527911,460.991539,-0.010266,0.056756
235,"[128, 256, 256, 128]",Torque,0.002472,0.049722,0.037999,0.997436,0.211410,34.027832,45.248640,239.345985,-0.013293,0.047912
333,"[128, 256, 512, 256]",Fx,0.001601,0.040008,0.031548,0.998366,0.179839,10.423073,31.937993,143.165116,-0.004792,0.039720
333,"[128, 256, 512, 256]",Fy,0.043811,0.209311,0.150456,0.952996,1.558537,97.693314,218.976340,1128.818322,0.007982,0.209159
333,"[128, 256, 512, 256]",Fz,0.002523,0.050228,0.039213,0.997563,0.241763,21.910707,70.044366,290.562000,0.005408,0.049936
333,"[128, 256, 512, 256]",Torque,0.001666,0.040821,0.032760,0.998272,0.162165,42.190735,41.528428,187.136503,0.006472,0.040305
134,"[256, 512, 256]",Fx,0.001382,0.037172,0.029597,0.998590,0.128565,12.712759,32.063508,120.784829,0.001400,0.037146
134,"[256, 512, 256]",Fy,0.044053,0.209889,0.151835,0.952736,1.174359,98.882034,238.548206,1128.553712,0.025950,0.208278
134,"[256, 512, 256]",Fz,0.003015,0.054906,0.042502,0.997088,0.242007,23.501158,63.157675,277.678395,-0.003449,0.054798
134,"[256, 512, 256]",Torque,0.001167,0.034158,0.026977,0.998790,0.131162,24.652197,36.570855,170.934554,0.001159,0.034138
64,"[128, 256, 128]",Fx,0.001704,0.041277,0.031294,0.998261,0.191932,12.836908,34.940187,164.171116,-0.004811,0.040996
64,"[128, 256, 128]",Fy,0.043603,0.208814,0.150691,0.953218,1.298756,106.978691,207.352631,1174.228715,-0.012893,0.208416
64,"[128, 256, 128]",Fz,0.002933,0.054161,0.040845,0.997167,0.262900,18.626524,64.293681,246.655849,-0.011108,0.053009
64,"[128, 256, 128]",Torque,0.001387,0.037240,0.028629,0.998562,0.181434,51.326210,37.524431,231.521699,-0.003260,0.037098
366,"[256, 512, 512, 256]",Fx,0.000874,0.029556,0.022977,0.999108,0.110043,10.473238,24.581132,133.437986,-0.000218,0.029555
366,"[256, 512, 512, 256]",Fy,0.045785,0.213974,0.150961,0.950878,1.312311,99.654015,226.853556,1408.453743,-0.001041,0.213971
366,"[256, 512, 512, 256]",Fz,0.002020,0.044949,0.033839,0.998049,0.239751,14.752894,53.106371,175.449193,-0.006197,0.044520
366,"[256, 512, 512, 256]",Torque,0.000951,0.030841,0.023476,0.999013,0.150998,31.558382,32.418721,123.944455,-0.005274,0.030387
348,"[256, 512, 512, 256]",Fx,0.000843,0.029032,0.022812,0.999140,0.142916,8.498374,19.204039,77.884452,0.002271,0.028943
348,"[256, 512, 512, 256]",Fy,0.045881,0.214199,0.150068,0.950775,1.478328,122.209984,237.244730,1055.657147,0.000217,0.214199
348,"[256, 512, 512, 256]",Fz,0.001956,0.044230,0.032667,0.998111,0.209604,17.973917,54.766069,214.875374,-0.004734,0.043976
348,"[256, 512, 512, 256]",Torque,0.000954,0.030880,0.023844,0.999011,0.139182,11.558640,25.758069,104.842279,-0.001167,0.030858
239,"[128, 256, 256, 128]",Fx,0.001826,0.042734,0.032954,0.998136,0.225718,12.154454,34.311184,158.946034,-0.001901,0.042692
239,"[128, 256, 256, 128]",Fy,0.043332,0.208163,0.147899,0.953510,1.326893,95.582397,221.312395,1406.043182,0.002855,0.208143
239,"[128, 256, 256, 128]",Fz,0.002832,0.053220,0.040293,0.997264,0.282396,26.129337,64.793261,291.748524,0.000137,0.053220
239,"[128, 256, 256, 128]",Torque,0.001695,0.041167,0.032973,0.998242,0.200965,55.632423,42.819678,187.863078,0.008265,0.040329
13,"[64, 128, 64]",Fx,0.001946,0.044116,0.033693,0.998013,0.246794,15.776917,43.203342,179.509340,0.007731,0.043434
13,"[64, 128, 64]",Fy,0.042081,0.205138,0.148293,0.954851,1.258979,89.838654,216.177634,1043.643925,0.007480,0.205001
13,"[64, 128, 64]",Fz,0.003581,0.059840,0.045979,0.996542,0.253719,27.681356,85.639804,285.501651,-0.006011,0.059537
13,"[64, 128, 64]",Torque,0.002082,0.045632,0.035156,0.997840,0.186325,95.113556,61.599982,239.513077,0.002550,0.045560
287,"[64, 128, 256, 128]",Fx,0.001627,0.040334,0.032005,0.998339,0.159505,14.094721,42.262119,179.165762,0.012170,0.038454
287,"[64, 128, 256, 128]",Fy,0.043876,0.209466,0.147773,0.952926,1.461110,95.227005,234.818973,1234.436033,-0.012323,0.209103
287,"[64, 128, 256, 128]",Fz,0.002688,0.051847,0.040019,0.997404,0.223607,24.547802,86.783120,393.232792,0.011730,0.050503
287,"[64, 128, 256, 128]",Torque,0.001555,0.039438,0.031323,0.998387,0.164191,71.329659,43.754061,252.490108,0.008119,0.038593
127,"[256, 512, 256]",Fx,0.002280,0.047746,0.039228,0.997673,0.249784,12.008581,28.684201,126.531135,0.005827,0.047389
127,"[256, 512, 256]",Fy,0.042947,0.207238,0.148758,0.953922,1.601372,113.124916,209.313214,1111.548210,0.022191,0.206046
127,"[256, 512, 256]",Fz,0.002620,0.051188,0.039181,0.997469,0.209124,20.027687,68.361509,278.237688,-0.011853,0.049797
127,"[256, 512, 256]",Torque,0.001899,0.043580,0.034343,0.998030,0.248043,44.557331,38.139104,164.693965,-0.008663,0.042710
405,"[64, 128, 256, 128, 64]",Fx,0.002147,0.046341,0.033967,0.997808,0.212037,11.703999,30.802941,135.810435,-0.015340,0.043728
405,"[64, 128, 256, 128, 64]",Fy,0.043868,0.209447,0.148890,0.952934,1.186205,131.567291,225.613274,1340.188716,0.001764,0.209440
405,"[64, 128, 256, 128, 64]",Fz,0.002402,0.049007,0.036884,0.997680,0.264289,18.677780,50.818132,201.359841,-0.003046,0.048912
405,"[64, 128, 256, 128, 64]",Torque,0.001335,0.036533,0.027691,0.998616,0.186404,27.222952,34.764895,217.922546,-0.007587,0.035736
355,"[256, 512, 512, 256]",Fx,0.001911,0.043713,0.033058,0.998049,0.262069,12.378915,33.470052,129.437188,-0.012640,0.041845
355,"[256, 512, 512, 256]",Fy,0.042788,0.206853,0.145891,0.954093,1.637030,109.781281,209.662617,1076.586573,-0.010198,0.206601
355,"[256, 512, 512, 256]",Fz,0.003361,0.057976,0.043159,0.996754,0.295082,20.549864,64.877234,254.363456,-0.016641,0.055536
355,"[256, 512, 512, 256]",Torque,0.001697,0.041194,0.031016,0.998240,0.233692,56.621841,34.266707,179.303796,-0.010879,0.039732
517,"[64, 128, 256, 256, 128]",Fx,0.001613,0.040167,0.031750,0.998353,0.174600,14.693630,34.049724,166.022976,0.007098,0.039535
517,"[64, 128, 256, 256, 128]",Fy,0.042679,0.206588,0.147725,0.954211,1.223677,93.926910,229.605864,1361.675114,-0.008503,0.206413
517,"[64, 128, 256, 256, 128]",Fz,0.003585,0.059877,0.044971,0.996537,0.350609,22.836697,68.643748,325.808466,-0.002562,0.059822
517,"[64, 128, 256, 256, 128]",Torque,0.001880,0.043359,0.034108,0.998050,0.154332,48.186268,42.384127,199.308691,0.001398,0.043337
318,"[128, 256, 512, 256]",Fx,0.002072,0.045517,0.034896,0.997885,0.180878,13.217683,36.342912,174.373975,-0.017040,0.042207
318,"[128, 256, 512, 256]",Fy,0.043509,0.208589,0.147891,0.953319,1.652744,128.275635,223.204911,1534.988387,-0.006487,0.208488
318,"[128, 256, 512, 256]",Fz,0.002353,0.048507,0.036355,0.997727,0.249382,19.873705,54.415489,260.032891,-0.010258,0.047410
318,"[128, 256, 512, 256]",Torque,0.001855,0.043075,0.033212,0.998076,0.205103,26.614052,40.701877,334.500831,-0.012931,0.041088
312,"[128, 256, 512, 256]",Fx,0.001128,0.033582,0.025360,0.998849,0.148836,9.748311,24.344289,109.951175,-0.004605,0.033265
312,"[128, 256, 512, 256]",Fy,0.045006,0.212147,0.148459,0.951713,1.543140,100.996658,226.276236,1163.320940,-0.004250,0.212105
312,"[128, 256, 512, 256]",Fz,0.002513,0.050129,0.038590,0.997573,0.245322,21.433125,55.650973,265.071684,-0.000720,0.050124
312,"[128, 256, 512, 256]",Torque,0.001143,0.033810,0.026806,0.998814,0.136322,38.108795,30.855952,209.000191,0.006260,0.033226
293,"[128, 256, 512, 256]",Fx,0.001977,0.044460,0.034343,0.997982,0.192389,15.024669,31.339818,171.757979,-0.005522,0.044115
293,"[128, 256, 512, 256]",Fy,0.041547,0.203832,0.146136,0.955424,1.302356,103.429276,203.968298,1289.791292,-0.002533,0.203816
293,"[128, 256, 512, 256]",Fz,0.003911,0.062534,0.048208,0.996223,0.276148,23.688938,62.188142,277.963208,-0.013299,0.061103
293,"[128, 256, 512, 256]",Torque,0.002361,0.048585,0.037953,0.997552,0.202534,75.367699,35.556897,199.552070,-0.012654,0.046908
97,"[256, 512, 256]",Fx,0.001745,0.041770,0.031994,0.998219,0.184432,15.621479,37.121223,196.891988,-0.004140,0.041565
97,"[256, 512, 256]",Fy,0.043306,0.208102,0.147818,0.953537,1.499517,116.070999,233.582634,1390.181989,0.003474,0.208073
97,"[256, 512, 256]",Fz,0.002860,0.053475,0.041046,0.997238,0.235023,22.355049,72.711945,273.979240,-0.004677,0.053270
97,"[256, 512, 256]",Torque,0.001896,0.043548,0.033458,0.998033,0.172659,52.050461,39.452770,188.300300,0.000358,0.043546
222,"[128, 256, 256, 128]",Fx,0.001314,0.036254,0.029045,0.998658,0.162452,10.307851,24.945868,100.239205,0.001701,0.036214
222,"[128, 256, 256, 128]",Fy,0.045112,0.212395,0.152530,0.951600,1.421224,109.896439,228.621485,1392.829183,0.010325,0.212144
222,"[128, 256, 256, 128]",Fz,0.002209,0.046995,0.035847,0.997867,0.223541,23.736116,67.818172,259.979399,-0.000383,0.046993
222,"[128, 256, 256, 128]",Torque,0.001178,0.034318,0.027527,0.998778,0.159811,49.204971,29.450449,156.141912,0.004665,0.033999
380,"[256, 512, 512, 256]",Fx,0.001501,0.038738,0.030397,0.998468,0.192458,12.994150,31.107149,151.666315,0.003655,0.038565
380,"[256, 512, 512, 256]",Fy,0.043930,0.209595,0.150684,0.952868,1.515952,103.690216,237.050053,1625.114220,0.019723,0.208665
380,"[256, 512, 512, 256]",Fz,0.002958,0.054388,0.043019,0.997143,0.225237,20.871824,67.645662,216.103205,0.009286,0.053590
380,"[256, 512, 512, 256]",Torque,0.001424,0.037737,0.029688,0.998523,0.137263,49.048302,35.707105,209.952714,0.008784,0.036701
336,"[256, 512, 512, 256]",Fx,0.000717,0.026782,0.020503,0.999268,0.146793,9.469610,22.365379,90.120481,0.000382,0.026779
336,"[256, 512, 512, 256]",Fy,0.046352,0.215295,0.152009,0.950270,1.569621,101.635712,239.433572,1013.077951,0.004902,0.215239
336,"[256, 512, 512, 256]",Fz,0.002032,0.045081,0.032866,0.998037,0.257237,18.903347,53.319491,217.280903,-0.014734,0.042606
336,"[256, 512, 512, 256]",Torque,0.000717,0.026768,0.020909,0.999257,0.107991,31.243532,27.053153,148.175041,0.002159,0.026680
90,"[128, 256, 128]",Fx,0.001580,0.039753,0.031027,0.998387,0.173728,13.583368,35.566002,123.512194,-0.004792,0.039463
90,"[128, 256, 128]",Fy,0.044219,0.210284,0.150793,0.952558,1.185101,103.731010,234.008521,1315.920378,0.004222,0.210242
90,"[128, 256, 128]",Fz,0.002585,0.050845,0.039530,0.997503,0.220872,22.361513,64.123868,251.778910,0.003098,0.050750
90,"[128, 256, 128]",Torque,0.001450,0.038084,0.029965,0.998496,0.138366,24.514788,39.439287,181.719774,-0.000156,0.038083
47,"[64, 128, 64]",Fx,0.002077,0.045573,0.035671,0.997880,0.203307,19.492260,44.283306,207.084467,0.003126,0.045465
47,"[64, 128, 64]",Fy,0.042496,0.206146,0.147971,0.954406,1.445467,101.317223,217.489185,1406.048710,0.014006,0.205670
