rank,hidden_dims,depth,width,lr,weight_decay,dropout,params,best_epoch,total_epochs,n_train,n_test,test_mse,test_rmse,test_mae,test_r2,train_mse,train_r2,overfit_gap,time_sec,Fx_R2,Fx_MAE,Fx_RMSE,Fx_MAPE%,Fy_R2,Fy_MAE,Fy_RMSE,Fy_MAPE%,Fz_R2,Fz_MAE,Fz_RMSE,Fz_MAPE%,Torque_R2,Torque_MAE,Torque_RMSE,Torque_MAPE%
82,"[128, 256, 256, 128]",4,256,0.005000,0.000010,0.100000,139908,1064,1365,5760,1440,0.012052,0.109783,0.063188,0.987182,0.004461,0.995539,0.008357,840.800000,0.997867,0.035811,0.045712,12.916699,0.955339,0.144420,0.204026,100.346352,0.997518,0.038649,0.050688,22.977095,0.998005,0.033872,0.043855,55.264664
83,"[256, 512, 512, 256]",4,512,0.001000,0.001000,0.100000,541956,1475,1776,5760,1440,0.012056,0.109801,0.058537,0.987146,0.005373,0.994627,0.007481,1124.200000,0.998694,0.027122,0.035762,12.706761,0.952851,0.149160,0.209632,121.673439,0.997953,0.034986,0.046033,19.256523,0.999086,0.022882,0.029683,53.689919
84,"[64, 128, 64]",3,128,0.000500,0.000010,0.000000,20420,591,892,5760,1440,0.012070,0.109865,0.062194,0.987157,0.003907,0.996093,0.008936,481.000000,0.998498,0.030236,0.038354,11.969376,0.954302,0.148123,0.206383,88.631706,0.997279,0.040800,0.053075,22.887636,0.998549,0.029618,0.037407,41.609219
85,"[64, 128, 256, 256, 128]",5,256,0.005000,0.000010,0.000000,145284,821,1122,5760,1440,0.012074,0.109882,0.059745,0.987138,0.003551,0.996449,0.009311,736.200000,0.998828,0.025984,0.033882,12.328591,0.953400,0.149578,0.208410,98.339127,0.997602,0.036733,0.049826,25.839518,0.998723,0.026686,0.035085,40.767708
86,"[64, 128, 64]",3,128,0.001000,0.000100,0.000000,20420,875,1176,5760,1440,0.012080,0.109908,0.058295,0.987120,0.003052,0.996948,0.009828,588.500000,0.998972,0.024586,0.031740,10.083641,0.952665,0.148347,0.210046,116.846008,0.997909,0.035713,0.046526,21.986385,0.998934,0.024532,0.032060,29.924458
87,"[128, 256, 512, 256, 128]",5,512,0.001000,0.000100,0.000000,338052,401,702,5760,1440,0.012084,0.109927,0.060470,0.987132,0.003664,0.996336,0.009204,471.400000,0.998170,0.030630,0.042343,9.673416,0.953864,0.148333,0.207368,128.465958,0.997746,0.036217,0.048304,25.219444,0.998747,0.026700,0.034758,50.231197
88,"[128, 256, 256, 128]",4,256,0.005000,0.000010,0.000000,139908,624,925,5760,1440,0.012090,0.109953,0.057112,0.987105,0.003080,0.996920,0.009814,565.500000,0.999087,0.023072,0.029903,10.904664,0.952267,0.147844,0.210927,114.318253,0.997942,0.035090,0.046164,20.316799,0.999125,0.022441,0.029038,22.162127
89,"[64, 128, 256, 128]",4,256,0.000100,0.001000,0.000000,78980,359,660,5760,1440,0.012090,0.109955,0.062491,0.987146,0.004097,0.995903,0.008756,383.900000,0.998572,0.028989,0.037401,13.380102,0.954660,0.147554,0.205573,113.522377,0.996898,0.043482,0.056677,20.230167,0.998456,0.029940,0.038583,44.058907
90,"[64, 128, 256, 128, 64]",5,256,0.005000,0.000100,0.000000,87108,1300,1601,5760,1440,0.012092,0.109964,0.062043,0.987137,0.006735,0.993265,0.006128,974.400000,0.998457,0.030869,0.038881,12.637868,0.954359,0.148076,0.206253,124.652679,0.997169,0.040778,0.054137,22.963591,0.998563,0.028450,0.037227,48.667412
91,"[128, 256, 128]",3,256,0.001000,0.000010,0.000000,73604,328,629,5760,1440,0.012099,0.109998,0.060585,0.987109,0.003597,0.996403,0.009295,326.200000,0.998643,0.028939,0.036457,11.301317,0.953306,0.148771,0.208619,119.882996,0.997770,0.036598,0.048052,19.819227,0.998716,0.028034,0.035185,62.091621
92,"[128, 256, 128]",3,256,0.005000,0.000000,0.000000,73604,800,1101,5760,1440,0.012103,0.110014,0.056866,0.987084,0.001276,0.998724,0.011640,564.900000,0.999173,0.021780,0.028464,10.174470,0.951826,0.151157,0.211899,109.290710,0.998141,0.033136,0.043870,18.242571,0.999195,0.021392,0.027858,28.717123
93,"[128, 256, 512, 256]",4,512,0.000500,0.001000,0.000000,305412,627,928,5760,1440,0.012106,0.110028,0.060932,0.987102,0.005142,0.994858,0.007755,577.300000,0.998345,0.030015,0.040268,11.550743,0.953435,0.151539,0.208330,104.533257,0.997878,0.035995,0.046875,17.521170,0.998751,0.026181,0.034702,30.325638
94,"[64, 128, 64]",3,128,0.005000,0.000100,0.000000,20420,1075,1376,5760,1440,0.012107,0.110030,0.061950,0.987117,0.007064,0.992936,0.005819,718.400000,0.998422,0.030737,0.039319,12.612900,0.954030,0.149442,0.206994,125.911652,0.997291,0.040111,0.052959,24.370312,0.998725,0.027509,0.035058,79.417503
95,"[128, 256, 512, 256]",4,512,0.005000,0.000010,0.100000,305412,884,1185,5760,1440,0.012111,0.110049,0.062325,0.987121,0.004276,0.995724,0.008603,737.300000,0.998075,0.033796,0.043426,13.924306,0.954735,0.143829,0.205402,129.818085,0.997239,0.040928,0.053465,24.571201,0.998436,0.030749,0.038837,65.342705
96,"[64, 128, 256, 128, 64]",5,256,0.000500,0.001000,0.100000,87108,1567,1868,5760,1440,0.012114,0.110061,0.062666,0.987115,0.003652,0.996348,0.009233,1184.800000,0.998351,0.031962,0.040187,12.797311,0.954478,0.147650,0.205985,115.421791,0.997254,0.040228,0.053322,20.770918,0.998376,0.030823,0.039574,92.650757
97,"[256, 512, 256]",3,512,0.005000,0.000000,0.000000,278276,467,768,5760,1440,0.012114,0.110065,0.056992,0.987075,0.001299,0.998701,0.011626,441.600000,0.999044,0.023295,0.030608,9.446367,0.952012,0.149843,0.211489,98.241562,0.998087,0.033102,0.044499,18.113094,0.999157,0.021728,0.028510,30.033577
98,"[128, 256, 128]",3,256,0.001000,0.001000,0.200000,73604,1382,1683,5760,1440,0.012115,0.110069,0.061249,0.987104,0.006929,0.993071,0.005967,893.800000,0.998530,0.029258,0.037944,14.222477,0.953739,0.148961,0.207648,109.943672,0.997379,0.039858,0.052089,24.589958,0.998765,0.026917,0.034500,92.091446
99,"[256, 512, 256]",3,512,0.000500,0.000010,0.100000,278276,428,729,5760,1440,0.012121,0.110096,0.060744,0.987080,0.002352,0.997648,0.010568,433.000000,0.998561,0.030046,0.037546,11.690146,0.953127,0.148341,0.209018,101.595009,0.998057,0.034840,0.044851,20.961269,0.998574,0.029747,0.037079,43.136494
100,"[128, 256, 256, 128]",4,256,0.005000,0.000000,0.000000,139908,577,878,5760,1440,0.012127,0.110125,0.057321,0.987060,0.001027,0.998973,0.011913,510.500000,0.999107,0.023031,0.029574,10.084535,0.951919,0.150285,0.211694,113.277061,0.998090,0.033362,0.044469,23.537424,0.999125,0.022607,0.029042,17.440037
101,"[64, 128, 128, 64]",4,128,0.005000,0.000000,0.000000,37188,621,922,5760,1440,0.012128,0.110128,0.059594,0.987077,0.002311,0.997689,0.010612,498.200000,0.998885,0.025363,0.033052,11.033385,0.952809,0.150784,0.209726,90.606758,0.997602,0.037902,0.049832,23.528898,0.999012,0.024326,0.030860,37.579887
102,"[256, 512, 256]",3,512,0.000500,0.000100,0.000000,278276,324,625,5760,1440,0.012129,0.110131,0.059760,0.987071,0.003718,0.996282,0.009211,364.800000,0.998838,0.025957,0.033733,12.200394,0.952713,0.151545,0.209939,117.975075,0.997883,0.036106,0.046819,19.815302,0.998848,0.025431,0.033325,50.936996
103,"[128, 256, 128]",3,256,0.005000,0.000100,0.000000,73604,1455,1756,5760,1440,0.012131,0.110139,0.061549,0.987078,0.007308,0.992692,0.005615,937.500000,0.998677,0.028541,0.035999,10.934419,0.953367,0.150595,0.208482,89.067001,0.997729,0.037050,0.048491,19.478052,0.998537,0.030010,0.037553,39.380680
104,"[128, 256, 256, 128]",4,256,0.005000,0.000100,0.000000,139908,1988,2000,5760,1440,0.012131,0.110141,0.061563,0.987086,0.007139,0.992861,0.005774,1225.700000,0.998491,0.029304,0.038445,11.190590,0.953626,0.151106,0.207903,113.879494,0.997401,0.039164,0.051870,19.918741,0.998826,0.026678,0.033641,37.030079
105,"[128, 256, 256, 128, 64]",5,256,0.000500,0.000100,0.000000,148036,1084,1385,5760,1440,0.012132,0.110146,0.060481,0.987079,0.001566,0.998434,0.011356,940.700000,0.998680,0.028429,0.035963,10.674741,0.953460,0.146339,0.208274,115.497360,0.997621,0.037537,0.049627,20.767714,0.998554,0.029620,0.037334,26.598284
106,"[128, 256, 512, 256, 128]",5,512,0.001000,0.001000,0.100000,338052,1423,1724,5760,1440,0.012156,0.110256,0.061665,0.987064,0.005228,0.994772,0.007708,1149.800000,0.998542,0.029100,0.037789,11.759121,0.953908,0.149061,0.207269,125.200218,0.997313,0.039226,0.052745,20.635157,0.998491,0.029272,0.038145,77.983185
107,"[128, 256, 512, 256]",4,512,0.000100,0.000000,0.200000,305412,596,897,5760,1440,0.012159,0.110270,0.061858,0.987057,0.003059,0.996941,0.009884,535.100000,0.998449,0.030813,0.038979,14.128453,0.953805,0.148036,0.207501,104.803230,0.997491,0.038334,0.050970,24.400898,0.998482,0.030248,0.038260,38.283947
108,"[256, 512, 256]",3,512,0.001000,0.001000,0.200000,278276,1866,2000,5760,1440,0.012165,0.110293,0.060648,0.987044,0.006408,0.993592,0.006548,1091.100000,0.998555,0.029760,0.037626,13.559570,0.953213,0.148679,0.208826,98.693748,0.997603,0.037876,0.049816,20.853989,0.998805,0.026279,0.033950,78.934891
109,"[128, 256, 512, 256]",4,512,0.000100,0.000000,0.100000,305412,1062,1363,5760,1440,0.012166,0.110300,0.061308,0.987049,0.001659,0.998340,0.011291,810.000000,0.998504,0.029397,0.038287,11.755100,0.953626,0.148758,0.207902,108.627411,0.997436,0.038767,0.051520,20.471418,0.998630,0.028310,0.036344,27.253233
110,"[128, 256, 512, 256, 128]",5,512,0.001000,0.001000,0.200000,338052,1671,1972,5760,1440,0.012170,0.110318,0.063476,0.987060,0.006364,0.993636,0.006577,1317.500000,0.998137,0.032093,0.042725,14.714323,0.954822,0.147454,0.205204,123.509979,0.997247,0.041160,0.053390,24.209793,0.998033,0.033198,0.043543,138.753372
111,"[64, 128, 256, 128]",4,256,0.001000,0.001000,0.100000,78980,1871,2000,5760,1440,0.012171,0.110322,0.059666,0.987034,0.004696,0.995304,0.008270,1182.400000,0.998672,0.027776,0.036074,12.180485,0.952920,0.148456,0.209480,99.047180,0.997646,0.037321,0.049367,23.352030,0.998897,0.025110,0.032611,73.680130
112,"[64, 128, 128, 64]",4,128,0.001000,0.000100,0.000000,37188,276,577,5760,1440,0.012171,0.110323,0.062113,0.987049,0.005283,0.994717,0.007668,312.100000,0.998441,0.030690,0.039084,13.297832,0.953936,0.149825,0.207206,114.357422,0.997287,0.038606,0.053000,19.849049,0.998533,0.029330,0.037603,40.068390
113,"[64, 128, 64]",3,128,0.001000,0.000010,0.100000,20420,634,935,5760,1440,0.012172,0.110325,0.063847,0.987074,0.005328,0.994672,0.007598,476.000000,0.998469,0.030609,0.038731,13.019164,0.955057,0.148143,0.204669,107.848305,0.996426,0.045290,0.060830,26.825851,0.998344,0.031347,0.039957,54.388531
114,"[128, 256, 512, 256, 128]",5,512,0.005000,0.000000,0.000000,338052,446,747,5760,1440,0.012177,0.110350,0.057157,0.987009,0.001197,0.998803,0.011793,491.700000,0.999178,0.021824,0.028384,10.458943,0.951826,0.148903,0.211898,128.682053,0.998015,0.035098,0.045339,17.428719,0.999019,0.022804,0.030761,32.601982
115,"[256, 512, 256]",3,512,0.000100,0.000010,0.100000,278276,494,795,5760,1440,0.012179,0.110356,0.059779,0.987014,0.002756,0.997244,0.010229,399.800000,0.998905,0.025872,0.032745,12.706678,0.952256,0.152665,0.210951,82.020950,0.997914,0.035669,0.046472,20.208414,0.998982,0.024908,0.031335,70.410767
116,"[64, 128, 256, 128, 64]",5,256,0.005000,0.000010,0.000000,87108,391,692,5760,1440,0.012179,0.110358,0.062419,0.987044,0.005810,0.994190,0.007146,425.600000,0.998449,0.030547,0.038975,14.176081,0.953965,0.148090,0.207143,112.818275,0.997182,0.041580,0.054012,25.888626,0.998578,0.029461,0.037026,65.557487
117,"[128, 256, 512, 256]",4,512,0.000100,0.000010,0.200000,305412,933,1234,5760,1440,0.012180,0.110363,0.060525,0.987026,0.002235,0.997765,0.010739,756.000000,0.998868,0.025853,0.033300,11.458621,0.952980,0.150034,0.209345,90.066772,0.997527,0.039127,0.050603,22.547375,0.998729,0.027088,0.035005,46.587044
118,"[64, 128, 256, 128]",4,256,0.001000,0.000100,0.000000,78980,795,1096,5760,1440,0.012186,0.110392,0.058399,0.987003,0.002381,0.997619,0.010616,648.600000,0.998890,0.024962,0.032971,9.017931,0.952065,0.151917,0.211372,118.115280,0.998017,0.033653,0.045309,19.314936,0.999038,0.023065,0.030454,25.374313
119,"[128, 256, 128]",3,256,0.001000,0.000000,0.200000,73604,783,1084,5760,1440,0.012197,0.110439,0.063583,0.987043,0.003231,0.996769,0.009726,543.100000,0.998415,0.030414,0.039410,10.691715,0.954909,0.146228,0.205007,76.849174,0.996629,0.046356,0.059081,24.226442,0.998221,0.031333,0.041415,48.543728
120,"[128, 256, 256, 128]",4,256,0.000100,0.001000,0.100000,139908,655,956,5760,1440,0.012199,0.110451,0.063274,0.987031,0.003419,0.996581,0.009550,582.700000,0.998039,0.033902,0.043828,11.900513,0.954780,0.144530,0.205299,90.910614,0.997174,0.042052,0.054093,28.597527,0.998130,0.032610,0.042458,80.590340
121,"[128, 256, 128]",3,256,0.001000,0.000000,0.100000,73604,353,654,5760,1440,0.012202,0.110461,0.063372,0.987027,0.003691,0.996309,0.009282,326.100000,0.998485,0.030459,0.038522,15.418156,0.954331,0.148021,0.206316,107.655121,0.996962,0.042785,0.056086,23.850426,0.998329,0.032223,0.040138,56.944370
122,"[128, 256, 256, 128, 64]",5,256,0.001000,0.000100,0.000000,148036,575,876,5760,1440,0.012204,0.110473,0.060936,0.987008,0.003015,0.996985,0.009977,590.100000,0.998560,0.029475,0.037553,12.174638,0.953555,0.147283,0.208061,92.121460,0.997473,0.037576,0.051147,18.856655,0.998443,0.029410,0.038744,20.565411
123,"[256, 512, 256]",3,512,0.001000,0.000000,0.000000,278276,222,523,5760,1440,0.012206,0.110480,0.060786,0.986994,0.002498,0.997502,0.010508,298.000000,0.998667,0.028885,0.036135,13.025570,0.952880,0.149607,0.209568,127.659050,0.997826,0.036101,0.047447,19.596294,0.998602,0.028551,0.036714,95.234200
124,"[64, 128, 256, 256, 128]",5,256,0.001000,0.001000,0.100000,145284,1346,1647,5760,1440,0.012229,0.110585,0.062749,0.986985,0.004960,0.995040,0.008055,1130.800000,0.998266,0.031257,0.041220,12.152775,0.953728,0.150436,0.207673,118.733009,0.997449,0.039209,0.051394,21.176023,0.998498,0.030093,0.038050,63.993935
125,"[128, 256, 128]",3,256,0.000500,0.000000,0.000000,73604,291,592,5760,1440,0.012229,0.110587,0.061985,0.986978,0.003247,0.996753,0.009776,296.700000,0.998547,0.029971,0.037731,11.213796,0.953287,0.149268,0.208662,119.878990,0.997575,0.038652,0.050107,24.279613,0.998503,0.030049,0.037992,30.555714
126,"[64, 128, 64]",3,128,0.000100,0.000100,0.100000,20420,1921,2000,5760,1440,0.012234,0.110609,0.063693,0.986991,0.004875,0.995125,0.008134,1039.600000,0.998263,0.032409,0.041252,13.409277,0.954349,0.147443,0.206275,94.664040,0.997120,0.042484,0.054610,20.142984,0.998232,0.032435,0.041285,35.467392
127,"[256, 512, 512, 256]",4,512,0.000100,0.000000,0.200000,541956,396,697,5760,1440,0.012236,0.110616,0.062624,0.986997,0.003203,0.996797,0.009800,416.700000,0.998434,0.029528,0.039163,12.964464,0.954305,0.148762,0.206374,96.497849,0.996662,0.044676,0.058784,22.863579,0.998585,0.027529,0.036934,57.833099
128,"[256, 512, 256]",3,512,0.005000,0.000100,0.000000,278276,1275,1576,5760,1440,0.012241,0.110639,0.063654,0.986980,0.008112,0.991888,0.004908,932.900000,0.998381,0.030897,0.039827,11.180019,0.953905,0.151443,0.207277,117.918205,0.997109,0.042437,0.054714,25.718615,0.998526,0.029838,0.037693,84.394196
129,"[128, 256, 128]",3,256,0.001000,0.000100,0.000000,73604,510,811,5760,1440,0.012248,0.110670,0.059881,0.986946,0.004509,0.995491,0.008546,425.900000,0.998740,0.026708,0.035132,11.207918,0.952395,0.151155,0.210644,113.666306,0.997847,0.035582,0.047213,19.967104,0.998800,0.026078,0.034014,26.238401
130,"[64, 128, 256, 256, 128]",5,256,0.001000,0.001000,0.200000,145284,1594,1895,5760,1440,0.012248,0.110670,0.063510,0.986977,0.006064,0.993936,0.006959,1300.300000,0.998192,0.032538,0.042082,15.283753,0.954336,0.148611,0.206305,102.620422,0.997121,0.041153,0.054598,21.636147,0.998260,0.031739,0.040964,70.223358
131,"[256, 512, 256]",3,512,0.000500,0.000100,0.200000,278276,329,630,5760,1440,0.012248,0.110670,0.065021,0.986985,0.006180,0.993820,0.006836,351.000000,0.997857,0.037377,0.045817,12.458098,0.954772,0.146991,0.205319,91.492416,0.996988,0.042896,0.055840,16.398994,0.998321,0.032819,0.040233,46.250549
132,"[64, 128, 256, 256, 128]",5,256,0.001000,0.000100,0.000000,145284,597,898,5760,1440,0.012258,0.110714,0.058740,0.986929,0.002434,0.997566,0.010637,601.500000,0.998938,0.024436,0.032253,10.441091,0.951971,0.149739,0.211579,121.739182,0.997985,0.035298,0.045675,21.595589,0.998820,0.025487,0.033734,22.567053
133,"[128, 256, 256, 128]",4,256,0.001000,0.000000,0.000000,139908,699,1000,5760,1440,0.012266,0.110753,0.059620,0.986925,0.001140,0.998860,0.011934,580.700000,0.998879,0.026383,0.033131,9.896766,0.952114,0.151057,0.211265,100.707924,0.997741,0.036257,0.048361,21.966555,0.998967,0.024782,0.031560,47.709564
134,"[128, 256, 128]",3,256,0.005000,0.000010,0.000000,73604,483,784,5760,1440,0.012276,0.110795,0.060606,0.986925,0.005333,0.994667,0.007742,424.800000,0.998768,0.026831,0.034743,9.949434,0.952638,0.150877,0.210106,113.645721,0.997524,0.038490,0.050631,22.733963,0.998769,0.026227,0.034454,28.933376
135,"[128, 256, 128]",3,256,0.000500,0.000000,0.200000,73604,692,993,5760,1440,0.012278,0.110806,0.065352,0.986952,0.003438,0.996562,0.009610,497.500000,0.998060,0.035660,0.043599,15.257257,0.954604,0.149175,0.205699,98.540314,0.996936,0.042647,0.056327,26.570936,0.998209,0.033927,0.041549,127.947311
136,"[256, 512, 512, 256]",4,512,0.000500,0.001000,0.000000,541956,620,921,5760,1440,0.012280,0.110815,0.059330,0.986909,0.003814,0.996186,0.009277,571.900000,0.998838,0.027027,0.033745,10.631277,0.952003,0.149807,0.211509,117.609245,0.997808,0.036184,0.047637,21.013199,0.998988,0.024304,0.031230,50.701454
137,"[64, 128, 64]",3,128,0.000500,0.000010,0.100000,20420,1174,1475,5760,1440,0.012280,0.110815,0.063313,0.986944,0.004808,0.995192,0.008248,771.700000,0.998506,0.029872,0.038253,12.900027,0.953948,0.149390,0.207180,98.495766,0.996893,0.043153,0.056718,22.264238,0.998428,0.030837,0.038934,35.975372
138,"[64, 128, 256, 128]",4,256,0.000100,0.000000,0.100000,78980,1027,1328,5760,1440,0.012283,0.110829,0.063109,0.986942,0.003934,0.996066,0.009124,743.900000,0.998379,0.030669,0.039844,10.823393,0.954085,0.148181,0.206871,94.403366,0.996881,0.043220,0.056829,23.027962,0.998424,0.030366,0.038984,71.126259
139,"[256, 512, 256]",3,512,0.000100,0.000100,0.100000,278276,438,739,5760,1440,0.012286,0.110842,0.062277,0.986917,0.003096,0.996904,0.009987,370.000000,0.998466,0.030069,0.038763,12.279667,0.953218,0.149271,0.208815,109.587791,0.997702,0.037543,0.048780,21.599852,0.998280,0.032223,0.040721,36.929626
140,"[256, 512, 256]",3,512,0.000100,0.000000,0.100000,278276,684,985,5760,1440,0.012288,0.110849,0.060643,0.986906,0.002026,0.997974,0.011068,498.200000,0.998935,0.025060,0.032307,12.642578,0.952181,0.153096,0.211118,119.949776,0.997603,0.039018,0.049820,23.600716,0.998907,0.025396,0.032458,33.629894
141,"[128, 256, 128]",3,256,0.000500,0.000000,0.100000,73604,439,740,5760,1440,0.012288,0.110853,0.062952,0.986920,0.003497,0.996503,0.009582,370.000000,0.998360,0.030892,0.040077,12.553146,0.953532,0.148755,0.208114,137.258575,0.997527,0.039751,0.050600,24.312609,0.998262,0.032411,0.040932,127.954941
142,"[64, 128, 256, 128]",4,256,0.000500,0.000100,0.000000,78980,810,1111,5760,1440,0.012290,0.110861,0.061705,0.986911,0.002158,0.997842,0.010932,643.500000,0.998632,0.028745,0.036604,9.308532,0.952837,0.150940,0.209665,112.988083,0.997572,0.038094,0.050137,17.167645,0.998602,0.029039,0.036713,24.019459
143,"[128, 256, 512, 256]",4,512,0.005000,0.000010,0.000000,305412,667,968,5760,1440,0.012292,0.110867,0.060513,0.986900,0.003535,0.996465,0.009565,618.900000,0.998854,0.026245,0.033503,8.708401,0.952213,0.151856,0.211046,128.958405,0.997752,0.036633,0.048239,21.841372,0.998780,0.027320,0.034299,47.498962
144,"[256, 512, 512, 256]",4,512,0.000100,0.001000,0.000000,541956,412,713,5760,1440,0.012294,0.110880,0.062397,0.986906,0.002926,0.997074,0.010168,439.400000,0.998176,0.034356,0.042274,11.913710,0.953061,0.149633,0.209165,128.564819,0.997786,0.036771,0.047877,19.981350,0.998602,0.028829,0.036719,28.670712
145,"[128, 256, 128]",3,256,0.000500,0.000010,0.000000,73604,248,549,5760,1440,0.012295,0.110885,0.061020,0.986907,0.003546,0.996454,0.009548,283.700000,0.998642,0.028384,0.036471,12.180782,0.952799,0.149778,0.209748,93.966545,0.997484,0.038382,0.051037,26.771618,0.998700,0.027538,0.035397,46.013901
146,"[64, 128, 256, 128]",4,256,0.001000,0.000010,0.000000,78980,348,649,5760,1440,0.012300,0.110907,0.062534,0.986909,0.003194,0.996806,0.009897,379.100000,0.998406,0.031035,0.039519,12.383353,0.953441,0.147614,0.208316,128.679413,0.997404,0.040460,0.051843,22.993814,0.998386,0.031026,0.039452,47.022476
147,"[128, 256, 128]",3,256,0.000100,0.000000,0.200000,73604,778,1079,5760,1440,0.012305,0.110928,0.065184,0.986921,0.003964,0.996036,0.009115,527.900000,0.998166,0.032898,0.042384,12.895559,0.954440,0.149966,0.206071,117.906380,0.996983,0.043548,0.055889,26.950954,0.998097,0.034322,0.042834,82.968948
148,"[64, 128, 256, 128]",4,256,0.005000,0.000010,0.000000,78980,617,918,5760,1440,0.012306,0.110934,0.059608,0.986884,0.004679,0.995321,0.008437,529.100000,0.998917,0.025032,0.032576,12.285200,0.952050,0.150549,0.211406,107.776291,0.997684,0.037670,0.048974,22.525755,0.998887,0.025182,0.032758,61.278645
149,"[128, 256, 256, 128, 64]",5,256,0.000500,0.001000,0.100000,148036,972,1273,5760,1440,0.012310,0.110952,0.064510,0.986920,0.004755,0.995245,0.008325,870.200000,0.997620,0.037669,0.048282,15.557215,0.954642,0.146915,0.205612,93.805870,0.997000,0.042637,0.055735,26.327578,0.998416,0.030817,0.039077,51.627483
150,"[64, 128, 64]",3,128,0.000500,0.000100,0.100000,20420,922,1223,5760,1440,0.012312,0.110961,0.063911,0.986912,0.004919,0.995081,0.008169,620.700000,0.998303,0.031900,0.040771,13.160243,0.953937,0.149860,0.207204,104.019768,0.996833,0.044602,0.057263,21.909361,0.998574,0.029283,0.037078,60.358284
151,"[128, 256, 512, 256]",4,512,0.000500,0.000000,0.100000,305412,269,570,5760,1440,0.012319,0.110989,0.065424,0.986917,0.003983,0.996017,0.009100,337.800000,0.997752,0.037464,0.046925,13.324781,0.954858,0.147274,0.205122,92.469391,0.996753,0.044493,0.057984,22.311750,0.998304,0.032466,0.040442,66.942596
152,"[128, 256, 128]",3,256,0.000500,0.000100,0.200000,73604,453,754,5760,1440,0.012326,0.111021,0.064860,0.986906,0.004867,0.995133,0.008227,384.800000,0.998419,0.031572,0.039359,11.584331,0.954273,0.148823,0.206446,93.483261,0.996539,0.047762,0.059859,18.786110,0.998392,0.031282,0.039372,37.925800
153,"[256, 512, 256]",3,512,0.000500,0.000000,0.100000,278276,213,514,5760,1440,0.012327,0.111026,0.065111,0.986893,0.004935,0.995065,0.008173,277.500000,0.998189,0.033458,0.042121,12.350868,0.954481,0.148866,0.205977,109.460571,0.997333,0.040525,0.052546,26.228382,0.997567,0.037597,0.048433,59.668045
154,"[64, 128, 128, 64]",4,128,0.000100,0.001000,0.100000,37188,1306,1607,5760,1440,0.012337,0.111074,0.065943,0.986895,0.004485,0.995515,0.008620,900.500000,0.997882,0.035541,0.045546,14.022603,0.954841,0.148117,0.205162,90.065231,0.996839,0.044776,0.057207,27.476894,0.998018,0.035340,0.043715,74.739357
155,"[128, 256, 256, 128, 64]",5,256,0.001000,0.001000,0.000000,148036,978,1279,5760,1440,0.012340,0.111087,0.062444,0.986868,0.006626,0.993374,0.006506,844.900000,0.998417,0.030140,0.039383,11.311678,0.953141,0.150553,0.208988,119.436874,0.997255,0.040524,0.053308,21.843891,0.998659,0.028558,0.035954,27.122847
156,"[256, 512, 512, 256]",4,512,0.000100,0.000010,0.100000,541956,347,648,5760,1440,0.012342,0.111093,0.063322,0.986872,0.002963,0.997037,0.010165,406.000000,0.998313,0.032068,0.040648,9.530595,0.953570,0.147842,0.208028,98.298904,0.997169,0.042055,0.054143,22.389391,0.998436,0.031320,0.038827,49.458752
157,"[128, 256, 256, 128]",4,256,0.000100,0.000010,0.200000,139908,1154,1455,5760,1440,0.012346,0.111115,0.063553,0.986865,0.003173,0.996827,0.009962,866.100000,0.998416,0.031000,0.039395,12.961187,0.953575,0.149919,0.208016,96.057663,0.997263,0.040597,0.053234,26.460655,0.998206,0.032694,0.041586,95.475128
158,"[64, 128, 256, 256, 128]",5,256,0.000500,0.000100,0.000000,145284,1228,1529,5760,1440,0.012349,0.111125,0.059669,0.986836,0.001639,0.998361,0.011525,1033.400000,0.998705,0.026888,0.035621,11.550801,0.951846,0.151539,0.211855,134.109940,0.997877,0.034806,0.046882,18.498854,0.998915,0.025444,0.032338,65.507858
159,"[256, 512, 256]",3,512,0.000500,0.000000,0.200000,278276,255,556,5760,1440,0.012353,0.111145,0.062590,0.986860,0.004090,0.995910,0.009050,319.000000,0.998457,0.030756,0.038878,14.437793,0.953326,0.148552,0.208574,99.239594,0.997032,0.042129,0.055433,20.062202,0.998625,0.028924,0.036409,30.611166
160,"[64, 128, 64]",3,128,0.000100,0.000100,0.000000,20420,1529,1830,5760,1440,0.012355,0.111151,0.062900,0.986856,0.004016,0.995984,0.009128,943.000000,0.998433,0.030335,0.039183,13.870131,0.953344,0.149965,0.208535,89.725876,0.997191,0.041456,0.053929,22.200937,0.998457,0.029843,0.038570,34.500591
161,"[256, 512, 256]",3,512,0.000500,0.000010,0.200000,278276,243,544,5760,1440,0.012367,0.111206,0.064624,0.986850,0.004635,0.995365,0.008515,321.500000,0.998146,0.033633,0.042621,11.324248,0.954174,0.148490,0.206671,87.782707,0.997297,0.040177,0.052906,22.439447,0.997782,0.036197,0.046241,36.166725
162,"[64, 128, 256, 256, 128]",5,256,0.000500,0.001000,0.200000,145284,1063,1364,5760,1440,0.012369,0.111214,0.063111,0.986845,0.004983,0.995017,0.008172,903.100000,0.997939,0.034218,0.044937,13.015882,0.953880,0.146114,0.207334,90.274574,0.997344,0.040520,0.052436,20.311625,0.998218,0.031594,0.041455,61.691570
